"id","fecha","razon_uso","clave","descripcion","lugar_de_uso","monto","periodo_fact_c_diaria","tipo_razon_uso","id_viaje","grupo_viaje","comparativa_descripcion","comparativa_grupo_viaje","comparativa_razon_uso","comparativa_clave_si","comparativa_clave_no"
A003171,2017-12-15,P.VIAJE,transporte,transporte_20,P.VIAJE4,-37.019999999999996,201712,especifico,V038,G024,,P033,,,
A003177,2017-12-16,P.RECREACION,regalo,regalo: nombre_7,P.RECREACION2,-17490.0,201712,especifico,,,,,P.RECREACION,P013,
A003178,2017-12-16,P.RECREACION,regalo,regalo: nombre_12,P.RECREACION3,-10722.0,201712,especifico,,,,,P.RECREACION,P013,
A003179,2017-12-16,P.RECREACION,regalo,regalo: nombre_13,P.RECREACION4,-28093.199999999997,201712,especifico,,,,,P.RECREACION,P013,
A003181,2017-12-16,P.RECREACION,regalo,regalo_2,P.RECREACION6,-24610.5,201712,especifico,,,,,P.RECREACION,P013,
A003182,2017-12-16,P.RECREACION,regalo,regalo_3,P.RECREACION8,-3319.5,201712,especifico,,,,,P.RECREACION,P013,
A003183,2017-12-16,P.RECREACION,regalo,regalo: nombre_17,P.RECREACION5,-8818.5,201712,especifico,,,,,P.RECREACION,P013,
A003184,2017-12-16,P.RECREACION,regalo,regalo: nombre_11,P.RECREACION6,-5564.22,201712,especifico,,,,,P.RECREACION,P013,
A003185,2017-12-16,P.RECREACION,regalo,regalo: nombre_1,P.RECREACION7,-9171.0,201712,especifico,,,,,P.RECREACION,P013,
A003188,2017-12-17,P.RECREACION,regalo,regalo: nombre_2,P.RECREACION8,-35256.0,201712,especifico,,,,,P.RECREACION,P013,
A003197,2017-12-20,P.VIAJE,evento,evento_5853,P.VIAJE7,-67333.5,201712,especifico,V047,G031,,P035,,,
A003198,2017-12-20,P.VIAJE,deuda,deuda: nombre_11,P.VIAJE8,-67333.5,201712,especifico,V047,G031,,P035,,,
A003199,2017-12-20,P.VIAJE,evento,evento_5724,P.VIAJE6,-50061.0,201712,especifico,V043,G027,,P034,,,
A003237,2017-12-30,P.RECREACION,regalo,regalo_14,P.RECREACION1,-13013.955,201712,especifico,,,,,P.RECREACION,P013,
A003238,2017-12-30,P.RECREACION,regalo,regalo_15,P.RECREACION6,-5512.049999999999,201712,especifico,,,,,P.RECREACION,P013,
A003239,2017-12-30,P.RECREACION,regalo,regalo_16,P.RECREACION5,-4545.495,201712,especifico,,,,,P.RECREACION,P013,
A003261,2018-01-09,P.FORMAL,educacion,educacion_5229,P.FORMAL6,-27307.125,201801,especifico,,,,,P.FORMAL,P064,
A003264,2018-01-10,P.FORMAL,transporte,transporte: nombre_3,P.FORMAL7,-84606.0,201801,especifico,,,,,P.FORMAL,P011,
A003280,2018-01-14,P.FORMAL,educacion,educacion_5231,P.FORMAL4,-11638.5,201801,especifico,,,,,P.FORMAL,P064,
A003281,2018-01-14,P.FORMAL,educacion,educacion_5225,P.FORMAL10,-11920.5,201801,especifico,,,,,P.FORMAL,P064,
A003282,2018-01-14,P.FORMAL,educacion,educacion_5223,P.FORMAL2,-852.0,201801,especifico,,,,,P.FORMAL,P064,
A003283,2018-01-14,P.FORMAL,educacion,educacion_5227,P.FORMAL8,-2332.5,201801,especifico,,,,,P.FORMAL,P064,
A003298,2018-01-16,P.VIAJE,transporte,transporte_15,P.VIAJE1,-135789.0,201801,especifico,V045,G029,,P032,,,
A003302,2018-01-17,P.VIAJE,transporte,transporte_17,P.VIAJE6,-94891.95000000001,201801,especifico,V047,G031,,P035,,,
A003303,2018-01-17,P.VIAJE,deuda,deuda: nombre_10,P.VIAJE9,-94891.95000000001,201801,especifico,V047,G031,,P035,,,
A003304,2018-01-17,P.FORMAL,transporte,transporte_18,P.FORMAL10,-28874.34,201801,especifico,,,,,P.FORMAL,P011,
A003305,2018-01-17,P.FORMAL,transporte,transporte_19,P.FORMAL1,-8514.645,201801,especifico,,,,,P.FORMAL,P011,
A003306,2018-01-17,P.FORMAL,transporte,transporte_20,P.FORMAL7,-7784.97,201801,especifico,,,,,P.FORMAL,P011,
A003307,2018-01-17,P.FORMAL,transporte,transporte_1,P.FORMAL6,-1768.5,201801,especifico,,,,,P.FORMAL,P011,
A003308,2018-01-17,P.FORMAL,transporte,transporte_2,P.FORMAL2,-14106.0,201801,especifico,,,,,P.FORMAL,P011,
A003309,2018-01-17,P.FORMAL,transporte,transporte_3,P.FORMAL2,-28206.0,201801,especifico,,,,,P.FORMAL,P011,
A003310,2018-01-17,P.FORMAL,transporte,transporte_4,P.FORMAL6,-14280.84,201801,especifico,,,,,P.FORMAL,P011,
A003322,2018-01-23,P.VIAJE,deuda,deuda: nombre_12,P.VIAJE10,67321.5,201801,especifico,V047,G031,,P035,,,
A003323,2018-01-23,P.VIAJE,deuda,deuda: nombre_11,P.VIAJE1,84241.5,201801,especifico,V047,G031,,P035,,,
A003338,2018-01-31,P.VIAJE,transporte,transporte_9,P.VIAJE5,10569.0,201801,especifico,V047,G031,,P035,,,
A003339,2018-01-31,P.VIAJE,transporte,transporte_10,P.VIAJE6,-10581.0,201801,especifico,V047,G031,,P035,,,
A003353,2018-02-03,P.FORMAL,educacion,educacion_5224,P.FORMAL1,-5355.54,201802,especifico,,,,,P.FORMAL,P064,
A003354,2018-02-03,P.FORMAL,educacion,educacion_5228,P.FORMAL7,-2992.38,201802,especifico,,,,,P.FORMAL,P064,
A003355,2018-02-03,P.FORMAL,educacion,educacion_5230,P.FORMAL5,-6308.700000000001,201802,especifico,,,,,P.FORMAL,P064,
A003368,2018-02-10,P.FORMAL,educacion,educacion_5232,P.FORMAL3,-6855.075000000001,201802,especifico,,,,,P.FORMAL,P064,
A003388,2018-02-16,P.VIAJE,transporte,transporte_11,P.VIAJE3,-33705.0,201802,especifico,V043,G027,,P034,,,
A003391,2018-02-16,P.VIAJE,transporte,transporte_20,P.VIAJE2,-2813.31,201802,especifico,V043,G027,,P034,,,
A003392,2018-02-16,P.VIAJE,transporte,transporte_5,P.VIAJE6,-1416.0,201802,especifico,V043,G027,,P034,,,
A003394,2018-02-17,P.VIAJE,consumible,consumible_6864,P.VIAJE6,-922.5,201802,especifico,V043,G027,,P034,,,
A003395,2018-02-17,P.VIAJE,consumible,consumible_7831,P.VIAJE9,-852.0,201802,especifico,V043,G027,,P034,,,
A003396,2018-02-17,P.VIAJE,consumible,consumible_9486,P.VIAJE4,-1169.25,201802,especifico,V043,G027,,P034,,,
A003397,2018-02-17,P.VIAJE,consumible,consumible_10560,P.VIAJE10,-2297.25,201802,especifico,V043,G027,,P034,,,
A003398,2018-02-17,P.VIAJE,consumible,consumible_9540,P.VIAJE10,-1275.0,201802,especifico,V043,G027,,P034,,,
A003399,2018-02-17,P.VIAJE,consumible,consumible_10483,P.VIAJE7,-852.0,201802,especifico,V043,G027,,P034,,,
A003400,2018-02-17,P.VIAJE,consumible,consumible_8558,P.VIAJE2,-8466.0,201802,especifico,V043,G027,,P034,,,
A003401,2018-02-17,P.VIAJE,consumible,consumible_11314,P.VIAJE6,-3178.5,201802,especifico,V043,G027,,P034,,,
A003402,2018-02-18,P.VIAJE,consumible,consumible_8554,P.VIAJE6,-7056.0,201802,especifico,V043,G027,,P034,,,
A003404,2018-02-18,P.VIAJE,consumible,consumible_8550,P.VIAJE10,-4941.0,201802,especifico,V043,G027,,P034,,,
A003405,2018-02-18,P.VIAJE,transporte,transporte_8,P.VIAJE8,-3009.3,201802,especifico,V043,G027,,P034,,,
A003409,2018-02-23,P.VIAJE,transporte,transporte_9,P.VIAJE5,-64.515,201802,especifico,V043,G027,,P034,,,
A003461,2018-03-05,P.VIAJE,necesidad,necesidad_1,P.VIAJE3,-263948.13,201803,especifico,V047,G031,,P035,,,
A003462,2018-03-08,P.VIAJE,necesidad,necesidad_2,P.VIAJE4,-2645.52,201803,especifico,V047,G031,,P035,,,
A003463,2018-03-08,P.FORMAL,necesidad,necesidad_2,P.FORMAL9,-44421.0,201803,especifico,,,,,P.FORMAL,P015,
A003540,2018-03-28,P.FORMAL,necesidad,necesidad_4,P.FORMAL10,-7112.4,201803,especifico,,,,,P.FORMAL,P015,
A003566,2018-04-09,P.FORMAL,necesidad,necesidad_16,P.FORMAL4,-32859.0,201804,especifico,,,,,P.FORMAL,P015,
A003569,2018-04-09,P.FORMAL,transporte,transporte_18,P.FORMAL9,-222081.0,201804,especifico,,,,,P.FORMAL,P011,
A003604,2018-04-22,P.VIAJE,necesidad,necesidad_16,P.VIAJE5,-30109.5,201804,especifico,V045,G029,,P032,,,
A003605,2018-04-22,P.VIAJE,deuda,deuda: nombre_1,P.VIAJE2,-35256.0,201804,especifico,V045,G029,,P032,,,
A003605-1,2018-04-22,P.VIAJE,deuda,deuda: nombre_12,P.VIAJE3,-35256.0,201804,especifico,V045,G029,,P032,,,
A003605-2,2018-04-22,P.VIAJE,deuda,deuda: nombre_15,P.VIAJE4,-35256.0,201804,especifico,V045,G029,,P032,,,
A003607,2018-04-25,P.SALUD,necesidad,necesidad_10,P.SALUD3,-105756.0,201804,especifico,,,,,P.SALUD,,P014
A003628,2018-04-30,P.VIAJE,necesidad,necesidad_17,P.VIAJE6,-1364.535,201804,especifico,V045,G029,,P032,,,
A003640,2018-05-02,P.SALUD,gustos,gustos_5502,P.SALUD1,-66981.0,201805,especifico,,,,,P.SALUD,,P014
A003644,2018-05-03,P.VIAJE,transporte,transporte_2,P.VIAJE8,-7707.42,201805,especifico,V045,G029,,P032,,,
A003645,2018-05-03,P.VIAJE,deuda,deuda: nombre_13,P.VIAJE5,35244.0,201805,especifico,V045,G029,,P032,,,
A003646,2018-05-03,P.VIAJE,consumible,consumible_9710,P.VIAJE10,-4588.5,201805,especifico,V045,G029,,P032,,,
A003647,2018-05-03,P.VIAJE,consumible,consumible_8219,P.VIAJE1,-2473.5,201805,especifico,V045,G029,,P032,,,
A003648,2018-05-03,P.VIAJE,gustos,gustos_5191,P.VIAJE9,-8395.5,201805,especifico,V045,G029,,P032,,,
A003649,2018-05-03,P.VIAJE,gustos,"5.gustos_17",P.VIAJE5,-5998.5,201805,especifico,V045,G029,P005,,,,
A003650,2018-05-03,P.VIAJE,transporte,transporte_16,P.VIAJE4,-2826.0,201805,especifico,V045,G029,,P032,,,
A003651,2018-05-03,P.VIAJE,consumible,consumible_9708,P.VIAJE2,-3531.0,201805,especifico,V045,G029,,P032,,,
A003652,2018-05-03,P.VIAJE,consumible,consumible_8384,P.VIAJE6,-2403.0,201805,especifico,V045,G029,,P032,,,
A003653,2018-05-03,P.VIAJE,consumible,consumible_9484,P.VIAJE6,-2085.75,201805,especifico,V045,G029,,P032,,,
A003654,2018-05-03,P.VIAJE,consumible,consumible_7199,P.VIAJE1,-993.0,201805,especifico,V045,G029,,P032,,,
A003655,2018-05-03,P.VIAJE,consumible,consumible_10558,P.VIAJE2,-2438.25,201805,especifico,V045,G029,,P032,,,
A003656,2018-05-04,P.VIAJE,transporte,transporte_10,P.VIAJE10,-7338.0,201805,especifico,V045,G029,,P032,,,
A003657,2018-05-04,P.VIAJE,evento,evento_5661,P.VIAJE9,-4941.0,201805,especifico,V045,G029,,P032,,,
A003658,2018-05-04,P.VIAJE,recreacion,recreacion_20,P.VIAJE1,-464.25,201805,especifico,V045,G029,,P032,,,
A003659,2018-05-04,P.VIAJE,gustos,gustos_5489,P.VIAJE1,-14106.0,201805,especifico,V045,G029,,P032,,,
A003660,2018-05-04,P.VIAJE,transporte,transporte_17,P.VIAJE5,-1416.0,201805,especifico,V045,G029,,P032,,,
A003661,2018-05-04,P.VIAJE,consumible,consumible_7589,P.VIAJE1,-4941.0,201805,especifico,V045,G029,,P032,,,
A003662,2018-05-04,P.VIAJE,gustos,gustos_5549,P.VIAJE1,-711.0,201805,especifico,V045,G029,,P032,,,
A003663,2018-05-04,P.VIAJE,consumible,consumible_8432,P.VIAJE8,-3531.0,201805,especifico,V045,G029,,P032,,,
A003664,2018-05-04,P.VIAJE,consumible,consumible_10556,P.VIAJE4,-3531.0,201805,especifico,V045,G029,,P032,,,
A003665,2018-05-04,P.VIAJE,transporte,transporte_13,P.VIAJE3,-8489.97,201805,especifico,V045,G029,,P032,,,
A003666,2018-05-04,P.VIAJE,deuda,deuda: nombre_14,P.VIAJE6,2814.0,201805,especifico,V045,G029,,P032,,,
A003667,2018-05-04,P.VIAJE,deuda,deuda: nombre_2,P.VIAJE7,35244.0,201805,especifico,V045,G029,,P032,,,
A003668,2018-05-05,P.VIAJE,necesidad,necesidad_20,P.VIAJE1,-1416.0,201805,especifico,V045,G029,,P032,,,
A003669,2018-05-05,P.VIAJE,consumible,consumible_7818,P.VIAJE2,-1063.5,201805,especifico,V045,G029,,P032,,,
A003670,2018-05-05,P.VIAJE,consumible,consumible_9482,P.VIAJE8,-1239.75,201805,especifico,V045,G029,,P032,,,
A003671,2018-05-05,P.VIAJE,consumible,consumible_6862,P.VIAJE8,-781.5,201805,especifico,V045,G029,,P032,,,
A003672,2018-05-05,P.VIAJE,consumible,consumible_11766,P.VIAJE4,-6985.5,201805,especifico,V045,G029,,P032,,,
A003673,2018-05-05,P.VIAJE,recreacion,recreacion_1,P.VIAJE4,-358.5,201805,especifico,V045,G029,,P032,,,
A003674,2018-05-05,P.VIAJE,consumible,consumible_8546,P.VIAJE4,-3531.0,201805,especifico,V045,G029,,P032,,,
A003675,2018-05-05,P.VIAJE,deuda,deuda: nombre_16,P.VIAJE8,35244.0,201805,especifico,V045,G029,,P032,,,
A003676,2018-05-05,P.VIAJE,gustos,gustos_5548,P.VIAJE2,-7056.0,201805,especifico,V045,G029,,P032,,,
A003677,2018-05-05,P.VIAJE,consumible,consumible_8542,P.VIAJE8,-7056.0,201805,especifico,V045,G029,,P032,,,
A003678,2018-05-05,P.VIAJE,transporte,transporte_14,P.VIAJE5,-10522.484999999999,201805,especifico,V045,G029,,P032,,,
A003679,2018-05-06,P.VIAJE,consumible,consumible_9706,P.VIAJE4,-1204.5,201805,especifico,V045,G029,,P032,,,
A003680,2018-05-06,P.VIAJE,consumible,consumible_10850,P.VIAJE10,-1169.25,201805,especifico,V045,G029,,P032,,,
A003681,2018-05-06,P.VIAJE,transporte,transporte_10,P.VIAJE5,-5672.085,201805,especifico,V045,G029,,P032,,,
A003682,2018-05-06,P.VIAJE,transporte,transporte: nombre_17,P.VIAJE1,7044.0,201805,especifico,V045,G029,,P032,,,
A003683,2018-05-06,P.VIAJE,consumible,consumible_11656,P.VIAJE4,-1063.5,201805,especifico,V045,G029,,P032,,,
A003684,2018-05-06,P.VIAJE,evento,evento_5659,P.VIAJE1,-24328.5,201805,especifico,V045,G029,,P032,,,
A003685,2018-05-06,P.VIAJE,transporte,transporte_1,P.VIAJE7,-6999.6,201805,especifico,V045,G029,,P032,,,
A003686,2018-05-06,P.VIAJE,transporte,transporte_11,P.VIAJE7,-7837.14,201805,especifico,V045,G029,,P032,,,
A003687,2018-05-06,P.VIAJE,consumible,consumible_7196,P.VIAJE4,-12696.0,201805,especifico,V045,G029,,P032,,,
A003692,2018-05-09,P.VIAJE,transporte,transporte_11,P.VIAJE6,-400.09499999999997,201805,especifico,V045,G029,,P032,,,
A003699,2018-05-10,P.RECREACION,regalo,regalo: nombre_5,P.RECREACION9,-70506.0,201805,especifico,,,,,P.RECREACION,P013,
A003701,2018-05-11,P.GUSTOS,gustos,gustos_4759,P.GUSTOS5,-804340.5,201805,especifico,,,,,P.GUSTOS,,P012
A003719,2018-05-15,P.GUSTOS,gustos,gustos_4811,P.GUSTOS3,-324235.5,201805,especifico,,,,,P.GUSTOS,,P012
A003720,2018-05-15,P.GUSTOS,gustos,gustos_4818,P.GUSTOS6,-10873.575,201805,especifico,,,,,P.GUSTOS,,P012
A003721,2018-05-15,P.GUSTOS,gustos,gustos_4844,P.GUSTOS10,-22223.37,201805,especifico,,,,,P.GUSTOS,,P012
A003722,2018-05-15,P.GUSTOS,gustos,gustos_4994,P.GUSTOS10,-81786.0,201805,especifico,,,,,P.GUSTOS,,P012
A003729,2018-05-17,P.VIAJE,evento,evento_5730,P.VIAJE10,-103641.0,201805,especifico,V047,G031,,P035,,,
A003730,2018-05-17,P.VIAJE,deuda,deuda: nombre_12,P.VIAJE9,-103641.0,201805,especifico,V047,G031,,P035,,,
A003750,2018-05-21,P.VIAJE,deuda,deuda: nombre_7,P.VIAJE10,-14106.0,201805,especifico,V046,G030,,P036,,,
A003751,2018-05-21,P.VIAJE,recreacion,recreacion: nombre_5,P.VIAJE3,-18336.0,201805,especifico,V046,G030,,P036,,,
A003752,2018-05-21,P.GUSTOS,gustos,"6.gustos_10",P.GUSTOS5,-129726.0,201805,especifico,,,P006,,,,
A003753,2018-05-21,P.GUSTOS,gustos,"7.gustos_19",P.GUSTOS8,-116331.0,201805,especifico,,,P007,,,,
A003758,2018-05-22,P.GUSTOS,gustos,"1.gustos_13",P.GUSTOS9,-124086.0,201805,especifico,,,P001,,,,
A003759,2018-05-22,P.GUSTOS,gustos,"3.gustos_11",P.GUSTOS4,-124086.0,201805,especifico,,,P003,,,,
A003765,2018-05-25,P.GUSTOS,gustos,gustos_4855,P.GUSTOS9,-10510.5,201805,especifico,,,,,P.GUSTOS,,P012
A003768,2018-05-26,P.VIAJE,consumible,consumible_9975,P.VIAJE5,-2473.5,201805,especifico,V046,G030,,P036,,,
A003769,2018-05-26,P.VIAJE,consumible,consumible_10554,P.VIAJE6,-2473.5,201805,especifico,V046,G030,,P036,,,
A003770,2018-05-26,P.VIAJE,consumible,consumible_8187,P.VIAJE3,-22766.219999999998,201805,especifico,V046,G030,,P036,,,
A003771,2018-05-26,P.VIAJE,consumible,consumible_11440,P.VIAJE10,-4024.5,201805,especifico,V046,G030,,P036,,,
A003772,2018-05-26,P.VIAJE,consumible,consumible_9780,P.VIAJE10,-7338.0,201805,especifico,V046,G030,,P036,,,
A003773,2018-05-26,P.VIAJE,consumible,consumible_10982,P.VIAJE8,-1486.5,201805,especifico,V046,G030,,P036,,,
A003774,2018-05-26,P.VIAJE,recreacion,recreacion_3,P.VIAJE2,-2685.0,201805,especifico,V046,G030,,P036,,,
A003775,2018-05-26,P.VIAJE,consumible,consumible_11625,P.VIAJE5,-1733.25,201805,especifico,V046,G030,,P036,,,
A003776,2018-05-26,P.VIAJE,consumible,consumible_10444,P.VIAJE6,-3531.0,201805,especifico,V046,G030,,P036,,,
A003777,2018-05-26,P.VIAJE,consumible,consumible_8536,P.VIAJE4,-6985.5,201805,especifico,V046,G030,,P036,,,
A003778,2018-05-27,P.VIAJE,evento,evento_5658,P.VIAJE2,-1416.0,201805,especifico,V046,G030,,P036,,,
A003779,2018-05-27,P.VIAJE,consumible,consumible_7662,P.VIAJE8,-10581.0,201805,especifico,V046,G030,,P036,,,
A003780,2018-05-27,P.VIAJE,consumible,consumible_10979,P.VIAJE1,-2121.0,201805,especifico,V046,G030,,P036,,,
A003781,2018-05-27,P.VIAJE,recreacion,recreacion_4,P.VIAJE3,-1416.0,201805,especifico,V046,G030,,P036,,,
A003782,2018-05-27,P.VIAJE,consumible,consumible_10722,P.VIAJE8,-2685.0,201805,especifico,V046,G030,,P036,,,
A003783,2018-05-27,P.VIAJE,transporte,transporte_18,P.VIAJE8,-38780.295,201805,especifico,V046,G030,,P036,,,
A003784,2018-05-27,P.VIAJE,recreacion,recreacion_5,P.VIAJE4,-711.0,201805,especifico,V046,G030,,P036,,,
A003785,2018-05-29,P.VIAJE,necesidad,necesidad_3,P.VIAJE5,-73658.76,201805,especifico,V047,G031,,P035,,,
A003787,2018-05-30,P.SALUD,gustos,gustos_5305,P.SALUD8,-10581.0,201805,especifico,,,,,P.SALUD,,P014
A003788,2018-05-30,P.SALUD,gustos,gustos_5383,P.SALUD10,-2826.0,201805,especifico,,,,,P.SALUD,,P014
A003799,2018-06-01,P.VIAJE,necesidad,necesidad_15,P.VIAJE10,202577.86500000002,201806,especifico,V047,G031,,P035,,,
A003800,2018-06-01,P.VIAJE,necesidad,necesidad_4,P.VIAJE6,-742.7249999999999,201806,especifico,V047,G031,,P035,,,
A003804,2018-06-01,P.GUSTOS,gustos,gustos_4766,P.GUSTOS8,-140935.5,201806,especifico,,,,,P.GUSTOS,,P012
A003805,2018-06-01,P.GUSTOS,gustos,gustos_5037,P.GUSTOS7,-13259.295,201806,especifico,,,,,P.GUSTOS,,P012
A003806,2018-06-01,P.GUSTOS,gustos,gustos_4762,P.GUSTOS2,-13879.695,201806,especifico,,,,,P.GUSTOS,,P012
A003822,2018-06-07,P.FORMAL,necesidad,necesidad_8,P.FORMAL6,-3531.0,201806,especifico,,,,,P.FORMAL,P015,
A003825,2018-06-07,P.FORMAL,necesidad,necesidad_2,P.FORMAL1,-117036.0,201806,especifico,,,,,P.FORMAL,P015,
A003826,2018-06-07,P.FORMAL,necesidad,necesidad_9,P.FORMAL8,-358.5,201806,especifico,,,,,P.FORMAL,P015,
A003831,2018-06-08,P.GUSTOS,gustos,gustos_4816,P.GUSTOS8,-14478.945,201806,especifico,,,,,P.GUSTOS,,P012
A003849,2018-06-13,P.GUSTOS,gustos,"8.gustos_16",P.GUSTOS9,-662426.115,201806,especifico,,,P008,,,,
A003850,2018-06-13,P.VIAJE,deuda,deuda: nombre_13,P.VIAJE1,63112.649999999994,201806,especifico,V047,G031,,P035,,,
A003872,2018-06-17,P.VIAJE,deuda,deuda: nombre_18,P.VIAJE2,70494.0,201806,especifico,V047,G031,,P035,,,
A003879,2018-06-20,P.VIAJE,consumible,consumible_9295,P.VIAJE5,-1416.0,201806,especifico,V047,G031,,P035,,,
A003880,2018-06-20,P.VIAJE,transporte,transporte_2,P.VIAJE7,-2826.0,201806,especifico,V047,G031,,P035,,,
A003881,2018-06-20,P.VIAJE,transporte,transporte_5,P.VIAJE4,-12454.890000000001,201806,especifico,V047,G031,,P035,,,
A003882,2018-06-20,P.VIAJE,consumible,consumible_10976,P.VIAJE4,-2473.5,201806,especifico,V047,G031,,P035,,,
A003883,2018-06-20,P.VIAJE,consumible,consumible_11108,P.VIAJE2,-6351.0,201806,especifico,V047,G031,,P035,,,
A003884,2018-06-20,P.VIAJE,consumible,consumible_9215,P.VIAJE5,-957.75,201806,especifico,V047,G031,,P035,,,
A003885,2018-06-20,P.VIAJE,consumible,consumible_11226,P.VIAJE4,-7197.0,201806,especifico,V047,G031,,P035,,,
A003887,2018-06-21,P.GUSTOS,gustos,"7.gustos_15",P.GUSTOS2,-162156.0,201806,especifico,,,P007,,,,
A003888,2018-06-21,P.VIAJE,transporte,transporte_4,P.VIAJE8,-4071.735,201806,especifico,V047,G031,,P035,,,
A003889,2018-06-21,P.VIAJE,consumible,consumible_9076,P.VIAJE4,-429.0,201806,especifico,V047,G031,,P035,,,
A003890,2018-06-21,P.VIAJE,consumible,consumible_10720,P.VIAJE10,-2121.0,201806,especifico,V047,G031,,P035,,,
A003891,2018-06-22,P.VIAJE,transporte,transporte_18,P.VIAJE6,-605.25,201806,especifico,V047,G031,,P035,,,
A003892,2018-06-22,P.VIAJE,consumible,consumible_11762,P.VIAJE8,-7408.5,201806,especifico,V047,G031,,P035,,,
A003893,2018-06-22,P.VIAJE,consumible,consumible_8945,P.VIAJE5,-675.75,201806,especifico,V047,G031,,P035,,,
A003894,2018-06-22,P.VIAJE,consumible,consumible_9768,P.VIAJE2,-1768.5,201806,especifico,V047,G031,,P035,,,
A003895,2018-06-22,P.VIAJE,recreacion,recreacion_2,P.VIAJE7,-4236.0,201806,especifico,V047,G031,,P035,,,
A003896,2018-06-22,P.VIAJE,evento,evento_5657,P.VIAJE3,-7056.0,201806,especifico,V047,G031,,P035,,,
A003897,2018-06-22,P.VIAJE,evento,evento_5656,P.VIAJE4,-4236.0,201806,especifico,V047,G031,,P035,,,
A003898,2018-06-22,P.VIAJE,consumible,consumible_10442,P.VIAJE8,-17631.0,201806,especifico,V047,G031,,P035,,,
A003899,2018-06-22,P.VIAJE,consumible,consumible_8532,P.VIAJE8,-7056.0,201806,especifico,V047,G031,,P035,,,
A003900,2018-06-22,P.VIAJE,recreacion,recreacion_6,P.VIAJE5,-3531.0,201806,especifico,V047,G031,,P035,,,
A003903,2018-06-22,P.VIAJE,consumible,consumible_8528,P.VIAJE2,-10581.0,201806,especifico,V047,G031,,P035,,,
A003904,2018-06-23,P.VIAJE,consumible,consumible_7888,P.VIAJE2,-7761.0,201806,especifico,V047,G031,,P035,,,
A003905,2018-06-23,P.VIAJE,transporte,transporte_10,P.VIAJE5,-605.25,201806,especifico,V047,G031,,P035,,,
A003906,2018-06-23,P.VIAJE,consumible,consumible_8456,P.VIAJE4,-14106.0,201806,especifico,V047,G031,,P035,,,
A003907,2018-06-23,P.VIAJE,consumible,consumible_11917,P.VIAJE3,-7056.0,201806,especifico,V047,G031,,P035,,,
A003908,2018-06-23,P.VIAJE,consumible,consumible_10440,P.VIAJE10,-4236.0,201806,especifico,V047,G031,,P035,,,
A003909,2018-06-23,P.VIAJE,deuda,deuda: nombre_14,P.VIAJE3,-1416.0,201806,especifico,V047,G031,,P035,,,
A003910,2018-06-23,P.VIAJE,consumible,consumible_8816,P.VIAJE4,-3531.0,201806,especifico,V047,G031,,P035,,,
A003911,2018-06-23,P.VIAJE,consumible,consumible_8714,P.VIAJE6,-887.25,201806,especifico,V047,G031,,P035,,,
A003912,2018-06-23,P.VIAJE,consumible,consumible_10573,P.VIAJE7,-1134.0,201806,especifico,V047,G031,,P035,,,
A003913,2018-06-23,P.VIAJE,transporte,transporte_3,P.VIAJE6,-13412.28,201806,especifico,V047,G031,,P035,,,
A003914,2018-06-24,P.VIAJE,consumible,consumible_9480,P.VIAJE10,-922.5,201806,especifico,V047,G031,,P035,,,
A003915,2018-06-24,P.VIAJE,transporte,transporte_11,P.VIAJE7,-7927.38,201806,especifico,V047,G031,,P035,,,
A003918,2018-06-24,P.VIAJE,gustos,"7.gustos_19",P.VIAJE6,-5998.5,201806,especifico,V047,G031,P007,,,,
A003919,2018-06-24,P.VIAJE,regalo,regalo: nombre_9,P.VIAJE2,-24328.5,201806,especifico,V047,G031,,P035,,,
A003920,2018-06-24,P.VIAJE,consumible,consumible_8677,P.VIAJE3,-993.0,201806,especifico,V047,G031,,P035,,,
A003921,2018-06-24,P.VIAJE,consumible,consumible_9317,P.VIAJE3,-11991.0,201806,especifico,V047,G031,,P035,,,
A003922,2018-06-24,P.VIAJE,transporte,transporte_5,P.VIAJE1,-16199.849999999999,201806,especifico,V047,G031,,P035,,,
A003926,2018-06-27,P.VIAJE,transporte,transporte_12,P.VIAJE7,-139.95,201806,especifico,V047,G031,,P035,,,
A003948,2018-06-29,P.GUSTOS,gustos,"1.gustos_9",P.GUSTOS6,-70506.0,201806,especifico,,,P001,,,,
A003955,2018-07-01,P.GUSTOS,gustos,"5.gustos_5",P.GUSTOS10,-3531.0,201807,especifico,,,P005,,,,
A003966,2018-07-06,P.FORMAL,necesidad,"4.necesidad_4",P.FORMAL9,-158137.5,201807,especifico,,,P004,,,,
A003967,2018-07-06,P.FORMAL,necesidad,necesidad_2,P.FORMAL9,-14106.0,201807,especifico,,,,,P.FORMAL,P015,
A003994,2018-07-13,P.FORMAL,transporte,transporte_6,P.FORMAL9,-105756.0,201807,especifico,,,,,P.FORMAL,P011,
A003995,2018-07-13,P.FORMAL,transporte,transporte_20,P.FORMAL8,-35256.0,201807,especifico,,,,,P.FORMAL,P011,
A003996,2018-07-13,P.FORMAL,transporte,transporte_17,P.FORMAL7,-35256.0,201807,especifico,,,,,P.FORMAL,P011,
A004055,2018-07-31,P.VIAJE,deuda,deuda: nombre_16,P.VIAJE4,-111748.5,201807,especifico,V047,G031,,P035,,,
A004062,2018-08-02,P.GUSTOS,gustos,"8.gustos_16",P.GUSTOS3,-155811.0,201808,especifico,,,P008,,,,
