"id","tipo_razon_uso","grupo_viaje","id_presupuesto"
A003724,regular,,
A003725,regular,,
A003726,regular,,
A003727,regular,,
A003728,regular,,
A003729,especifico,G031,P035
A003730,especifico,G031,P035
A003732,regular,,
A003733,regular,,
A003734,regular,,
A003735,regular,,
A003736,regular,,
A003739,regular,,
A003740,regular,,
A003741,regular,,
A003742,regular,,
A003743,regular,,
A003744,regular,,
A003745,regular,,
A003746,regular,,
A003747,regular,,
A003748,regular,,
A003749,regular,,
A003750,especifico,G030,P036
A003751,especifico,G030,P036
A003752,especifico,,P006
A003753,especifico,,P007
A003758,especifico,,P001
A003759,especifico,,P003
A003760,regular,,
A003763,regular,,
A003764,regular,,
A003765,especifico,,P012
A003766,regular,,
A003767,regular,,
A003768,especifico,G030,P036
A003769,especifico,G030,P036
A003770,especifico,G030,P036
A003771,especifico,G030,P036
A003772,especifico,G030,P036
A003773,especifico,G030,P036
A003774,especifico,G030,P036
A003775,especifico,G030,P036
A003776,especifico,G030,P036
A003777,especifico,G030,P036
A003778,especifico,G030,P036
A003779,especifico,G030,P036
A003780,especifico,G030,P036
A003781,especifico,G030,P036
A003782,especifico,G030,P036
A003783,especifico,G030,P036
A003784,especifico,G030,P036
A003785,especifico,G031,P035
A003787,especifico,,P014
A003788,especifico,,P014
A003789,regular,,
A003799,especifico,G031,P035
A003800,especifico,G031,P035
A003801,regular,,
A003804,especifico,,P012
A003805,especifico,,P012
A003806,especifico,,P012
A003809,regular,,
A003810,regular,,
A003811,regular,,
A003812,regular,,
A003813,regular,,
A003814,regular,,
A003815,regular,,
A003816,regular,,
A003817,regular,,
A003818,regular,,
A003819,regular,,
A003820,regular,,
A003821,regular,,
A003822,especifico,,P015
A003825,especifico,,P015
A003826,especifico,,P015
A003827,regular,,
A003828,regular,,
A003829,regular,,
A003830,regular,,
A003831,especifico,,P012
A003832,regular,,
A003833,regular,,
A003834,regular,,
A003835,regular,,
A003836,regular,,
A003837,regular,,
A003838,regular,,
A003839,regular,,
A003840,regular,,
A003841,regular,,
A003842,regular,,
A003843,regular,,
A003844,regular,,
A003845,regular,,
A003846,regular,,
A003849,especifico,,P008
A003850,especifico,G031,P035
A003851,regular,,
A003852,regular,,
A003853,regular,,
A003854,regular,,
A003866,regular,,
A003867,regular,,
A003868,regular,,
A003869,regular,,
A003870,regular,,
A003871,regular,,
A003872,especifico,G031,P035
A003875,regular,,
A003876,regular,,
A003879,especifico,G031,P035
A003880,especifico,G031,P035
A003881,especifico,G031,P035
A003882,especifico,G031,P035
A003883,especifico,G031,P035
A003884,especifico,G031,P035
A003885,especifico,G031,P035
A003886,regular,,
A003887,especifico,,P007
A003888,especifico,G031,P035
A003889,especifico,G031,P035
A003890,especifico,G031,P035
A003891,especifico,G031,P035
A003892,especifico,G031,P035
A003893,especifico,G031,P035
A003894,especifico,G031,P035
A003895,especifico,G031,P035
A003896,especifico,G031,P035
A003897,especifico,G031,P035
A003898,especifico,G031,P035
A003899,especifico,G031,P035
A003900,especifico,G031,P035
A003903,especifico,G031,P035
A003904,especifico,G031,P035
A003905,especifico,G031,P035
A003906,especifico,G031,P035
A003907,especifico,G031,P035
A003908,especifico,G031,P035
A003909,especifico,G031,P035
A003910,especifico,G031,P035
A003911,especifico,G031,P035
A003912,especifico,G031,P035
A003913,especifico,G031,P035
A003914,especifico,G031,P035
A003915,especifico,G031,P035
A003918,especifico,G031,P007
A003919,especifico,G031,P035
A003920,especifico,G031,P035
A003921,especifico,G031,P035
A003922,especifico,G031,P035
A003923,regular,,
A003924,regular,,
A003925,regular,,
A003926,especifico,G031,P035
A003927,regular,,
A003928,regular,,
A003929,regular,,
A003930,regular,,
A003931,regular,,
A003932,regular,,
A003942,regular,,
A003943,regular,,
A003944,regular,,
A003945,regular,,
A003946,regular,,
A003948,especifico,,P001
A003949,regular,,
A003950,regular,,
A003951,regular,,
A003952,regular,,
A003953,regular,,
A003954,regular,,
A003955,especifico,,P005
A003956,regular,,
A003957,regular,,
A003965,regular,,
A003966,especifico,,P004
A003967,especifico,,P015
A003968,regular,,
A003969,regular,,
A003970,regular,,
A003971,regular,,
A003972,regular,,
A003973,regular,,
A003974,regular,,
A003975,regular,,
A003976,regular,,
A003977,regular,,
A003978,regular,,
A003979,regular,,
A003980,regular,,
A003991,regular,,
A003992,regular,,
A003993,regular,,
A003994,especifico,,P011
A003995,especifico,,P011
A003996,especifico,,P011
A003997,regular,,
A003998,regular,,
A003999,regular,,
A004000,regular,,
A004001,regular,,
A004002,regular,,
A004004,regular,,
A004005,regular,,
A004008,regular,,
A004009,regular,,
A004010,regular,,
A004011,regular,,
A004012,regular,,
A004013,regular,,
A004014,regular,,
A004015,regular,,
A004016,regular,,
A004017,regular,,
A004018,regular,,
A004019,regular,,
A004020,regular,,
A004021,regular,,
A004022,regular,,
A004023,regular,G032,
A004024,regular,G032,
A004025,regular,G032,
A004026,regular,G032,
A004027,regular,G032,
A004028,regular,G032,
A004029,regular,,
A004030,regular,,
A004031,regular,,
A004032,regular,,
A004033,regular,,
A004034,regular,,
A004035,regular,,
A004036,regular,,
A004037,regular,,
A004038,regular,,
A004039,regular,,
A004040,regular,,
A004041,regular,,
A004042,regular,,
A004043,regular,,
A004055,especifico,G031,P035
A004058,regular,,
A004059,regular,,
A004061,regular,,
A004062,especifico,,P008
A004063,especifico,,P003
A004064,regular,,
A004065,regular,,
A004066,regular,,
A004067,regular,,
A004068,especifico,,P001
A004069,regular,,
A004070,especifico,,P006
A004071,regular,,
A004072,regular,,
A004073,regular,,
A004074,regular,,
A004075,regular,,
A004076,regular,,
A004077,regular,,
A004078,regular,,
A004079,regular,,
A004085,regular,,
A004086,regular,,
A004087,regular,,
A004088,regular,,
A004089,especifico,,P005
A004090,regular,,
A004092,regular,,
A004107,especifico,,P008
A004108,especifico,,P001
A004109,especifico,,P002
A004110,especifico,,P003
A004111,regular,,
A004112,regular,,
A004114,regular,,
A004115,regular,,
A004116,regular,,
A004117,regular,,
A004118,regular,,
A004119,regular,,
A004120,regular,,
A004121,regular,,
A004122,regular,,
A004123,regular,,
A004124,regular,,
A004125,regular,,
A004128,regular,,
A004129,regular,,
A004130,regular,,
A004131,regular,,
A004132,regular,,
A004133,regular,,
A004134,regular,,
A004135,regular,,
A004146,regular,,
A004153,regular,,
A004154,regular,,
A004156,regular,,
A004157,regular,,
A004158,regular,,
A004159,regular,,
A004160,regular,,
A004161,regular,,
A004164,regular,,
A004165,regular,,
A004166,regular,,
A004167,especifico,,P013
A004170,especifico,,P013
A004171,especifico,,P003
A004172,regular,,
A004173,regular,,
A004174,regular,,
A004175,regular,,
A004176,especifico,,P003
A004177,especifico,,P002
A004178,regular,,
A004179,regular,,
A004180,regular,,
A004187,especifico,,P006
A004188,regular,,
A004198,regular,,
A004199,especifico,,P012
A004200,regular,,
A004201,regular,,
A004202,regular,,
A004203,regular,,
A004204,regular,,
A004205,regular,,
A004206,regular,,
A004207,regular,,
A004208,regular,,
A004209,regular,,
A004210,regular,,
A004212,regular,,
A004213,regular,,
A004214,regular,,
A004215,especifico,,P011
A004216,especifico,,P011
A004217,especifico,,P011
A004218,especifico,,P011
A004219,especifico,,P011
A004220,especifico,,P011
A004221,especifico,,P011
A004222,regular,,
A004223,regular,,
A004224,regular,,
A004225,regular,,
A004226,regular,,
A004228,regular,,
A004229,regular,,
A004230,regular,,
A004231,regular,,
A004232,regular,,
A004233,regular,,
A004234,regular,,
A004235,especifico,,P001
A004239,regular,,
A004253,regular,,
A004254,regular,,
A004255,regular,,
A004256,regular,,
A004260,regular,,
A004261,regular,,
A004262,especifico,,P011
A004263,regular,,
A004264,regular,,
A004265,regular,,
A004266,regular,,
A004267,regular,,
A004268,regular,,
A004269,regular,,
A004270,regular,,
A004273,regular,,
A004274,regular,,
A004275,regular,,
A004276,especifico,,P012
A004277,especifico,,P012
A004278,regular,,
A004279,especifico,,P027
A004280,regular,,
A004281,regular,,
A004282,regular,,
A004294,regular,,
A004295,regular,,
A004296,regular,,
A004300,regular,,
A004303,regular,,
A004304,regular,,
A004305,especifico,,P011
A004306,regular,,
A004307,regular,,
A004308,regular,,
A004309,regular,,
A004310,regular,,
A004311,especifico,,P027
A004312,regular,,
A004313,regular,,
A004314,regular,,
A004315,regular,,
A004316,regular,,
A004317,regular,,
A004318,regular,,
A004319,regular,,
A004320,regular,G033,
A004321,especifico,,P027
A004322,regular,,
A004323,regular,,
A004324,regular,,
A004325,regular,,
A004326,regular,,
A004327,regular,,
A004328,regular,,
A004329,regular,,
A004330,regular,,
A004331,regular,,
A004332,regular,,
A004333,regular,,
A004334,regular,,
A004345,regular,,
A004353,regular,,
A004354,regular,,
A004356,regular,,
A004357,regular,,
A004358,regular,,
A004359,regular,,
A004360,regular,,
A004361,regular,,
A004362,regular,,
A004363,regular,,
A004364,regular,,
A004365,regular,,
A004366,regular,,
A004367,regular,,
A004368,regular,,
A004369,especifico,,P014
A004370,especifico,,P014
A004371,especifico,,P014
A004372,regular,,
A004373,regular,,
A004374,regular,,
A004375,regular,,
A004376,regular,,
A004377,regular,,
A004378,regular,,
A004379,regular,,
A004380,regular,,
A004381,regular,,
A004382,regular,,
A004383,regular,,
A004391,especifico,G036,P037
A004392,regular,,
A004393,regular,,
A004394,regular,,
A004395,regular,,
A004396,regular,,
A004397,especifico,,P012
A004398,regular,,
A004399,regular,,
A004400,regular,,
A004403,regular,,
A004404,regular,,
A004407,regular,,
A004408,regular,,
A004409,regular,,
A004410,regular,,
A004411,regular,,
A004413,regular,,
A004414,especifico,G036,P037
A004416,regular,,
A004417,regular,,
A004418,regular,,
A004419,regular,,
A004420,regular,,
A004421,regular,,
A004422,regular,,
A004423,regular,,
A004424,regular,,
A004426,regular,,
A004440,regular,,
A004441,regular,,
A004443,regular,,
A004444,regular,,
A004445,regular,,
A004446,regular,,
A004447,regular,,
A004448,regular,,
A004449,regular,,
A004450,regular,,
A004451,especifico,,P013
A004452,especifico,,P013
A004453,especifico,,P013
A004454,regular,,
A004455,regular,,
A004456,especifico,,P013
A004457,regular,,
A004458,regular,,
A004459,regular,,
A004469,regular,,
A004470,regular,,
A004471,regular,,
A004472,regular,,
A004473,regular,,
A004474,regular,,
A004475,regular,,
A004476,regular,,
A004477,regular,,
A004478,regular,,
A004479,especifico,,P003
A004480,regular,G034,
A004481,regular,G034,
A004491,regular,G036,
A004496,regular,,
A004497,regular,,
A004498,regular,,
A004499,regular,,
A004500,regular,,
A004501,regular,,
A004502,regular,,
A004503,regular,,
A004504,regular,,
A004505,regular,,
A004508,regular,,
A004509,regular,,
A004510,especifico,,P013
A004511,regular,,
A004512,regular,,
A004513,regular,,
A004514,regular,G034,
A004515,regular,,
A004516,regular,,
A004517,regular,,
A004518,regular,,
A004519,regular,,
A004520,regular,,
A004521,especifico,,P013
A004522,regular,,
A004523,regular,,
A004524,especifico,,P013
A004525,especifico,,P013
A004527,regular,,
A004528,regular,,
A004529,regular,,
A004530,regular,,
A004531,regular,,
A004532,regular,,
A004533,regular,,
A004534,regular,,
A004535,regular,,
A004536,regular,,
A004537,regular,,
A004538,regular,,
A004539,regular,,
A004540,regular,,
A004541,regular,,
A004542,regular,,
A004543,regular,,
A004544,regular,,
A004545,regular,,
A004546,especifico,,P016
A004547,especifico,,P016
A004548,especifico,,P016
A004549,regular,,
A004550,regular,,
A004551,regular,,
A004552,regular,,
A004553,regular,,
A004554,regular,,
A004555,regular,,
A004556,regular,,
A004557,regular,,
A004558,regular,,
A004559,regular,,
A004560,regular,,
A004560-1,regular,,
A004561,regular,,
A004564,regular,,
A004565,regular,,
A004566,regular,,
A004567,regular,,
A004568,regular,,
A004586,regular,,
A004587,regular,,
A004588,especifico,,P011
A004589,regular,,
A004590,regular,,
A004591,regular,,
A004592,regular,,
A004593,regular,,
A004594,regular,,
A004595,regular,,
A004596,regular,,
A004597,regular,,
A004598,regular,,
A004599,regular,,
A004600,regular,,
A004601,regular,,
A004602,especifico,,P005
A004603,especifico,,P016
A004604,regular,,
A004605,regular,,
A004606,regular,,
A004607,regular,,
A004608,regular,,
A004609,regular,,
A004610,regular,,
A004611,regular,,
A004619,especifico,,P016
A004620,regular,,
A004621,regular,,
A004623,especifico,,P014
A004625,regular,,
A004628,regular,,
A004629,regular,,
A004630,regular,,
A004631,regular,,
A004632,regular,,
A004635,especifico,,P011
A004638,regular,,
A004639,regular,,
A004640,especifico,G036,P037
A004641,regular,,
A004643,especifico,G036,P037
A004644,regular,,
A004647,regular,,
A004648,regular,,
A004649,regular,,
A004664,regular,,
A004665,regular,,
A004666,regular,,
A004667,especifico,,P013
A004668,regular,,
A004669,regular,,
A004670,regular,,
A004671,regular,,
A004672,regular,,
A004673,regular,,
A004674,regular,,
A004675,regular,,
A004676,regular,,
A004679,regular,,
A004680,regular,,
A004681,regular,,
A004682,regular,,
A004683,regular,,
A004684,especifico,G036,P037
A004685,regular,,
A004686,regular,,
A004687,regular,,
A004688,regular,,
A004689,regular,,
A004690,regular,,
A004691,regular,,
A004692,regular,,
A004693,regular,,
A004694,regular,,
A004695,regular,,
A004696,regular,,
A004697,regular,,
A004705,especifico,,P016
A004707,especifico,,P014
A004708,especifico,,P014
A004709,especifico,,P014
A004710,especifico,,P014
A004711,regular,,
A004712,regular,,
A004713,regular,,
A004714,especifico,G035,P039
A004714-1,especifico,G035,P039
A004714-2,especifico,G035,P039
A004714-3,especifico,G035,P039
A004715,regular,,
A004716,regular,,
A004717,regular,,
A004718,regular,,
A004719,regular,,
A004720,regular,,
A004721,especifico,G035,P039
A004722,regular,,
A004723,regular,,
A004724,regular,,
A004725,regular,,
A004726,especifico,G035,P039
A004727,regular,,
A004746,regular,,
A004747,regular,,
A004748,regular,,
A004749,regular,,
A004750,regular,,
A004751,regular,,
A004753,regular,,
A004754,regular,,
A004755,regular,,
A004756,regular,,
A004757,regular,,
A004758,regular,,
A004760,regular,,
A004761,regular,,
A004762,especifico,G046,P041
A004763,especifico,G046,P041
A004764,regular,,
A004765,regular,,
A004768,regular,,
A004769,regular,,
A004770,regular,,
A004771,regular,,
A004772,regular,,
A004773,regular,,
A004774,regular,,
A004775,regular,,
A004776,regular,,
A004777,regular,,
A004778,especifico,G042,P040
A004779,regular,,
A004789,regular,,
A004790,especifico,,P009
A004791,regular,,
A004797,especifico,G035,P039
A004798,especifico,G035,P039
A004799,especifico,G035,P039
A004800,especifico,G035,P039
A004801,especifico,G035,P039
A004802,especifico,G035,P039
A004803,especifico,G035,P039
A004804,especifico,G035,P039
A004805,especifico,G035,P039
A004806,especifico,G035,P039
A004807,especifico,G035,P039
A004808,especifico,G035,P039
A004809,especifico,G035,P039
A004810,especifico,G035,P039
A004811,especifico,G035,P039
A004812,especifico,G035,P039
A004813,especifico,G035,P039
A004814,especifico,G035,P039
A004815,especifico,G035,P039
A004816,especifico,G035,P039
A004817,especifico,G035,P039
A004818,especifico,G035,P039
A004819,especifico,G035,P039
A004820,especifico,G035,P039
A004821,especifico,G035,P039
A004822,especifico,G035,P039
A004823,especifico,G035,P039
A004824,especifico,G035,P039
A004825,especifico,G035,P004
A004826,especifico,G035,P039
A004827,especifico,G035,P039
A004828,especifico,G035,P039
A004829,especifico,G035,P039
A004830,especifico,G035,P039
A004831,especifico,G035,P039
A004832,especifico,G035,P039
A004833,especifico,G035,P039
A004834,especifico,G035,P039
A004835,especifico,G035,P039
A004836,especifico,G035,P039
A004837,especifico,G035,P039
A004838,especifico,G035,P039
A004839,especifico,G035,P039
A004840,especifico,G035,P039
A004841,especifico,G035,P039
A004842,regular,,
A004844,especifico,G046,P041
A004845,especifico,G036,P037
A004847,especifico,G036,P037
A004848,especifico,G036,P037
A004849,especifico,G036,P037
A004850,especifico,G036,P037
A004851,especifico,G036,P037
A004852,especifico,G036,P037
A004853,especifico,G036,P037
A004854,especifico,G036,P037
A004855,especifico,G036,P037
A004856,especifico,G036,P037
A004857,especifico,G036,P037
A004858,especifico,G036,P037
A004859,regular,,
A004860,especifico,G036,P037
A004861,especifico,G036,P037
A004862,especifico,G036,P037
A004863,especifico,G036,P037
A004864,especifico,G036,P037
A004865,especifico,G036,P037
A004866,especifico,G036,P037
A004867,especifico,G036,P037
A004868,especifico,G036,P037
A004869,especifico,G036,P037
A004870,especifico,G036,P037
A004871,especifico,G036,P037
A004872,especifico,G036,P037
A004873,especifico,G036,P037
A004876,especifico,G036,P037
A004877,especifico,G036,P037
A004878,especifico,G036,P037
A004879,especifico,G036,P037
A004880,especifico,G036,P037
A004881,especifico,G036,P037
A004882,especifico,G036,P037
A004883,especifico,G036,P037
A004884,especifico,G036,P037
A004885,especifico,G036,P037
A004886,especifico,G036,P037
A004887,especifico,G036,P037
A004888,especifico,G036,P037
A004889,regular,,
A004892,especifico,G036,P037
A004893,especifico,G036,P037
A004894,especifico,G036,P037
A004895,especifico,G036,P037
A004896,especifico,G036,P037
A004897,especifico,G036,P037
A004898,especifico,G036,P037
A004899,especifico,G036,P037
A004900,especifico,G036,P037
A004901,especifico,G036,P037
A004902,especifico,G036,P037
A004903,especifico,G036,P037
A004904,especifico,G036,P037
A004905,especifico,G036,P037
A004906,especifico,G036,P037
A004907,especifico,G036,P037
A004908,especifico,G036,P037
A004909,especifico,G036,P037
A004910,especifico,G036,P037
A004911,especifico,G036,P037
A004912,especifico,G036,P037
A004913,regular,,
A004914,regular,,
A004915,regular,,
A004916,regular,,
A004917,regular,,
A004918,regular,,
A004919,especifico,,P016
A004920,especifico,G035,P039
A004921,especifico,,P009
A004922,regular,,
A004923,regular,,
A004924,regular,,
A004925,regular,,
A004937,regular,,
A004938,regular,,
A004939,regular,,
A004940,especifico,,P011
A004941,regular,,
A004943,regular,,
A004944,regular,,
A004945,regular,,
A004946,regular,,
A004947,regular,,
A004948,regular,,
A004949,regular,,
A004950,regular,,
A004951,regular,,
A004954,regular,,
A004955,regular,,
A004956,especifico,,P004
A004957,especifico,,P007
A004958,especifico,,P006
A004959,regular,,
A004960,regular,,
A004961,regular,,
A004962,especifico,,P003
A004963,regular,,
A004964,regular,,
A004965,regular,,
A004966,regular,,
A004967,regular,,
A004968,regular,G037,
A004969,regular,G037,
A004970,regular,G037,
A004971,regular,G037,
A004972,regular,G037,
A004973,regular,G037,
A004974,regular,,
A004975,regular,G037,
A004976,especifico,,P002
A004977,especifico,G038,P042
A004978,especifico,,P009
A004979,especifico,,P009
A004982,especifico,,P015
A004983,regular,G037,
A004984,regular,,
A004985,especifico,G038,P042
A004986,especifico,G038,P042
A004987,especifico,G038,P042
A004988,especifico,G038,P042
A004989,especifico,G038,P042
A004990,especifico,G038,P042
A004990-1,especifico,G038,P042
A004991,especifico,G038,P042
A004992,especifico,G038,P042
A004993,regular,,
A004994,especifico,G038,P042
A004995,especifico,G038,P042
A004996,especifico,G038,P042
A004997,regular,,
A004999,regular,,
A005006,regular,,
A005007,regular,,
A005008,regular,,
A005009,especifico,G038,P042
A005010,especifico,G038,P042
A005011,especifico,G038,P042
A005012,especifico,G038,P042
A005013,especifico,G038,P042
A005014,especifico,G038,P042
A005015,especifico,G038,P042
A005016,especifico,G038,P042
A005017,especifico,G038,P042
A005018,especifico,G038,P042
A005019,especifico,G038,P042
A005020,especifico,G038,P042
A005021,especifico,G038,P042
A005022,especifico,G038,P042
A005023,especifico,G038,P042
A005024,especifico,G038,P042
A005025,especifico,G038,P042
A005026,especifico,G038,P042
A005027,especifico,G038,P042
A005028,especifico,G038,P042
A005029,especifico,G038,P042
A005030,especifico,G038,P042
A005031,especifico,G038,P042
A005032,regular,,
A005036,regular,,
A005037,regular,,
A005040,especifico,G039,P079
A005041,especifico,G039,P079
A005042,especifico,G039,P079
A005043,especifico,G039,P079
A005044,especifico,G038,P042
A005045,regular,,
A005046,regular,,
A005047,especifico,,P011
A005048,especifico,,P011
A005049,especifico,,P011
A005050,especifico,,P011
A005051,especifico,,P011
A005052,especifico,,P011
A005053,especifico,,P011
A005054,especifico,,P011
A005055,especifico,,P011
A005056,especifico,,P011
A005057,especifico,,P012
A005058,especifico,,P011
A005059,regular,,
A005060,especifico,,P009
A005061,especifico,,P009
A005062,regular,,
A005063,regular,,
A005064,regular,,
A005065,regular,,
A005066,regular,,
A005067,regular,,
A005078,regular,,
A005081,especifico,G039,P079
A005084,regular,,
A005085,regular,,
A005086,regular,,
A005087,especifico,G039,P079
A005088,especifico,G039,P079
A005089,especifico,G039,P079
A005090,especifico,G039,P079
A005091,especifico,G039,P079
A005092,especifico,G039,P079
A005093,especifico,G039,P079
A005094,especifico,G039,P079
A005095,especifico,G039,P079
A005096,especifico,G039,P079
A005097,especifico,G039,P079
A005098,especifico,G039,P079
A005099,especifico,G039,P079
A005100,especifico,G039,P079
A005101,especifico,G039,P079
A005102,regular,,
A005103,regular,,
A005104,regular,,
A005105,regular,,
A005106,regular,,
A005107,especifico,G039,P079
A005108,regular,,
A005109,especifico,,P027
A005110,regular,,
A005111,regular,,
A005114,especifico,G039,P079
A005129,especifico,,P013
A005130,especifico,,P013
A005131,especifico,,P013
A005132,regular,,
A005133,regular,,
A005134,regular,,
A005135,regular,,
A005136,regular,,
A005137,especifico,,P016
A005139,especifico,,P012
A005140,especifico,,P012
A005143,especifico,,P012
A005144,regular,,
A005145,especifico,,P012
A005146,especifico,,P009
A005147,especifico,,P009
A005148,especifico,,P009
A005149,especifico,,P009
A005150,especifico,,P009
A005151,regular,,
A005152,regular,,
A005153,regular,,
A005154,regular,,
A005155,regular,,
A005156,regular,,
A005157,regular,,
A005158,regular,,
A005159,regular,,
A005160,regular,,
A005161,regular,,
A005162,regular,,
A005163,especifico,G046,P041
A005164,regular,,
A005165,especifico,,P014
A005166,especifico,,P014
A005167,especifico,,P014
A005168,especifico,,P014
A005169,especifico,,P014
A005175,regular,,
A005177,especifico,,P014
A005178,regular,,
A005179,regular,,
A005181,regular,,
A005182,regular,,
A005183,regular,,
A005184,regular,,
A005185,regular,,
A005186,regular,,
A005187,regular,,
A005188,regular,,
A005189,regular,,
A005190,regular,,
A005191,regular,,
A005192,especifico,,P006
A005193,especifico,,P008
A005194,especifico,,P005
A005195,especifico,,P007
A005196,especifico,,P006
A005199,regular,,
A005200,regular,,
A005201,regular,,
A005202,regular,,
A005203,especifico,,P012
A005204,especifico,,P012
A005205,especifico,,P013
A005206,especifico,,P013
A005207,especifico,,P013
A005208,regular,,
A005209,regular,,
A005210,regular,,
A005212,regular,,
A005213,regular,,
A005214,regular,,
A005215,regular,,
A005227,especifico,,P009
A005228,especifico,,P009
A005229,especifico,,P009
A005230,especifico,,P009
A005231,especifico,,P009
A005232,especifico,,P009
A005233,especifico,,P009
A005234,especifico,,P009
A005235,especifico,,P009
A005236,especifico,,P009
A005237,especifico,,P009
A005238,especifico,,P009
A005239,regular,,
A005240,regular,,
A005241,regular,,
A005242,regular,,
A005243,regular,,
A005244,regular,,
A005245,regular,,
A005246,regular,,
A005247,regular,,
A005248,regular,,
A005249,regular,,
A005250,regular,,
A005251,regular,,
A005252,regular,,
A005253,regular,,
A005254,regular,,
A005255,especifico,G041,P043
A005256,especifico,G041,P043
A005257,especifico,G041,P043
A005258,especifico,G041,P043
A005259,especifico,G041,P043
A005260,especifico,G041,P043
A005261,especifico,G041,P043
A005262,especifico,G041,P043
A005263,especifico,G041,P043
A005264,especifico,G041,P043
A005265,especifico,G041,P043
A005266,especifico,G041,P043
A005267,especifico,G041,P043
A005268,especifico,G041,P043
A005269,especifico,G041,P043
A005270,regular,,
A005271,regular,,
A005272,regular,,
A005273,regular,,
A005274,regular,,
A005275,regular,,
A005276,especifico,,P015
A005277,especifico,,P015
A005278,regular,,
A005279,regular,,
A005282,regular,,
A005283,regular,,
A005284,regular,,
A005285,regular,,
A005290,regular,,
A005291,regular,,
A005292,regular,,
A005293,especifico,G042,P040
A005294,especifico,G042,P040
A005295,especifico,G042,P040
A005296,especifico,G042,P040
A005297,especifico,G042,P040
A005298,especifico,G042,P040
A005299,especifico,G042,P040
A005300,especifico,G042,P040
A005301,especifico,G042,P040
A005302,especifico,G042,P040
A005304,especifico,G042,P040
A005305,especifico,G042,P040
A005308,especifico,G042,P040
A005309,especifico,G042,P040
A005310,especifico,G042,P040
A005311,especifico,G042,P040
A005312,especifico,G042,P040
A005313,especifico,G042,P040
A005314,especifico,G042,P040
A005315,especifico,G042,P040
A005316,especifico,G042,P040
A005317,especifico,G042,P040
A005318,especifico,G042,P040
A005319,especifico,G042,P040
A005320,especifico,G042,P040
A005321,especifico,G042,P040
A005324,regular,,
A005325,especifico,G042,P040
A005326,especifico,G042,P040
A005327,especifico,G042,P040
A005328,especifico,G042,P040
A005329,especifico,G042,P040
A005330,especifico,G042,P040
A005331,especifico,G042,P040
A005332,especifico,G042,P040
A005333,especifico,G042,P040
A005334,especifico,G042,P040
A005335,especifico,G042,P040
A005336,especifico,G042,P040
A005337,especifico,G042,P040
A005338,especifico,G042,P040
A005339,especifico,G042,P040
A005340,especifico,G042,P040
A005341,especifico,G042,P040
A005342,especifico,G042,P040
A005343,especifico,G042,P040
A005344,especifico,G042,P040
A005345,regular,,
A005346,regular,,
A005347,regular,,
A005348,regular,,
A005349,regular,,
A005351,regular,,
A005352,regular,,
A005353,regular,,
A005354,especifico,G043,P078
A005355,especifico,G042,P040
A005356,especifico,G042,P040
A005357,regular,,
A005358,especifico,G042,P040
A005359,regular,,
A005360,regular,,
A005361,regular,,
A005362,regular,,
A005363,regular,,
A005364,regular,,
A005365,regular,,
A005366,regular,,
A005367,regular,,
A005368,regular,,
A005369,regular,,
A005370,regular,,
A005371,regular,,
A005372,regular,,
A005373,regular,,
A005374,especifico,,P014
A005375,especifico,,P014
A005376,especifico,,P014
A005377,especifico,,P014
A005378,regular,,
A005379,regular,,
A005380,regular,,
A005381,especifico,,P006
A005382,especifico,,P014
A005383,especifico,,P014
A005384,especifico,,P014
A005385,especifico,,P014
A005393,regular,,
A005394,regular,,
A005395,regular,,
A005396,regular,,
A005397,regular,,
A005398,especifico,G043,P078
A005399,especifico,G043,P078
A005400,especifico,G043,P078
A005401,especifico,G043,P078
A005402,especifico,G043,P078
A005403,especifico,G043,P078
A005404,especifico,G043,P078
A005405,especifico,G043,P078
A005406,especifico,G043,P078
A005407,especifico,G043,P078
A005408,especifico,G043,P078
A005409,especifico,G043,P078
A005410,especifico,G043,P078
A005412,especifico,,P009
A005413,regular,,
A005414,regular,,
A005415,regular,,
A005416,regular,,
A005417,regular,,
A005418,especifico,G043,P078
A005419,especifico,G043,P078
A005420,especifico,G043,P078
A005421,especifico,,P014
A005422,especifico,,P014
A005423,regular,,
A005424,especifico,G046,P041
A005425,regular,,
A005426,regular,,
A005427,regular,,
A005428,regular,,
A005429,regular,,
A005430,regular,,
A005431,regular,,
A005432,regular,,
A005433,regular,,
A005436,especifico,,P014
A005437,especifico,,P013
A005438,regular,,
A005439,regular,,
A005440,regular,,
A005441,especifico,,P015
A005442,regular,,
A005443,regular,,
A005444,regular,,
A005445,regular,,
A005446,regular,,
A005447,regular,,
A005448,regular,,
A005449,regular,,
A005450,regular,,
A005451,regular,,
A005452,regular,,
A005456,especifico,G046,P041
A005457,regular,,
A005460,regular,,
A005461,regular,,
A005463,regular,,
A005464,especifico,,P009
A005465,especifico,,P009
A005466,especifico,,P009
A005467,especifico,,P009
A005468,regular,,
A005469,regular,,
A005470,regular,,
A005471,regular,,
A005472,regular,,
A005473,regular,,
A005474,regular,,
A005475,regular,,
A005476,regular,,
A005477,regular,,
A005478,regular,,
A005480,regular,,
A005481,especifico,,P014
A005482,regular,,
A005483,regular,,
A005484,regular,,
A005485,regular,,
A005486,especifico,,P014
A005487,regular,,
A005488,especifico,,P009
A005489,especifico,,P009
A005490,regular,,
A005491,regular,,
A005492,regular,,
A005493,regular,,
A005494,regular,,
A005495,regular,,
