"id","fecha","razon_uso","clave","descripcion","lugar_de_uso","metodo_pago","monto","id_viaje","id_deuda","periodo_fact_c_diaria","metodo_pago_general"
A004781,2019-03-15,DINERO,transaccion,transaccion_55,DINERO6,debito_3,105744.0,,,201903,debito
A004782,2019-03-15,DINERO,transaccion,transaccion_56,DINERO7,debito_1,-105756.0,,,201903,debito
A004783,2019-03-15,DINERO,transaccion,transaccion_389,DINERO7,debito_3,98694.0,,,201903,debito
A004784,2019-03-15,DINERO,transaccion,transaccion_390,DINERO10,debito_1,-98706.0,,,201903,debito
A004785,2019-03-15,DINERO,transaccion,transaccion_391,DINERO2,debito_1,-105756.0,,,201903,debito
A004786,2019-03-15,DINERO,transaccion,transaccion_392,DINERO4,debito_2,105744.0,,,201903,debito
A004787,2019-03-15,INGRESO,inversion,ahorro_2,INGRESO10,debito_4,7044.0,,,201903,debito
A004788,2019-03-15,INGRESO,inversion,ahorro_3,INGRESO1,debito_1,-7056.0,,,201903,debito
A004789,2019-03-15,LIBRE,consumible,consumible_3115,LIBRE4,credito_2,-640.5,,,201903,credito
A004790,2019-03-15,P.MANUAL,manualidad,manualidad_12,P.MANUAL8,credito_2,-28558.5,,,201903,credito
A004791,2019-03-15,RECREACION,regalo,regalo_16,RECREACION3,efectivo,-1416.0,,,201903,efectivo
A004792,2019-03-15,INGRESO,inversion,divisa_2,INGRESO10,efectivo,305851.19999999995,,,201903,efectivo
A004793,2019-03-15,INGRESO,inversion,divisa_1,INGRESO5,efectivo,342765.0,,,201903,efectivo
A004794,2019-03-15,DINERO,inversion,loc_3,DINERO6,debito_2,-105756.0,,,201903,debito
A004795,2019-03-15,DINERO,transaccion,transaccion_898,DINERO7,debito_4,-35256.0,,,201903,debito
A004796,2019-03-15,DINERO,transaccion,transaccion_899,DINERO8,efectivo,35244.0,,,201903,efectivo
A004797,2019-03-16,P.VIAJE,deuda,deuda: nombre_5,P.VIAJE2,efectivo,65911.5,V051,D064,201903,efectivo
A004798,2019-03-16,P.VIAJE,deuda,deuda: nombre_13,P.VIAJE3,efectivo,8454.0,V051,D064,201903,efectivo
A004799,2019-03-16,P.VIAJE,transporte,transporte_20,P.VIAJE10,credito_2,-31790.925000000003,V051,,201903,credito
A004800,2019-03-16,P.VIAJE,consumible,consumible_11696,P.VIAJE4,efectivo,-8034.751499999999,V051,,201903,efectivo
A004801,2019-03-16,P.VIAJE,necesidad,necesidad_12,P.VIAJE5,efectivo,-23011.2075,V051,,201903,efectivo
A004802,2019-03-16,P.VIAJE,deuda,deuda: nombre_11,P.VIAJE4,efectivo,-21692.8575,V051,D064,201903,efectivo
A004803,2019-03-16,P.VIAJE,deuda,deuda: nombre_15,P.VIAJE5,efectivo,-23011.2075,V051,D064,201903,efectivo
A004804,2019-03-16,P.VIAJE,necesidad,necesidad_13,P.VIAJE6,efectivo,-14046.4275,V051,,201903,efectivo
A004805,2019-03-16,P.VIAJE,necesidad,necesidad_12,P.VIAJE2,efectivo,-54915.2775,V051,,201903,efectivo
A004806,2019-03-16,P.VIAJE,deuda,deuda: nombre_13,P.VIAJE6,efectivo,-8838.945,V051,D064,201903,efectivo
A004807,2019-03-16,P.VIAJE,deuda,deuda: nombre_14,P.VIAJE7,efectivo,-10157.295,V051,D064,201903,efectivo
A004808,2019-03-16,P.VIAJE,necesidad,necesidad_5,P.VIAJE2,efectivo,-11475.644999999999,V051,,201903,efectivo
A004809,2019-03-16,P.VIAJE,necesidad,necesidad_6,P.VIAJE3,efectivo,-14112.344999999998,V051,,201903,efectivo
A004810,2019-03-16,P.VIAJE,necesidad,necesidad_7,P.VIAJE4,efectivo,-14125.5285,V051,,201903,efectivo
A004811,2019-03-16,P.VIAJE,necesidad,necesidad_20,P.VIAJE10,efectivo,-47690.7195,V051,,201903,efectivo
A004812,2019-03-16,P.VIAJE,necesidad,necesidad_14,P.VIAJE2,efectivo,-25661.091,V051,,201903,efectivo
A004813,2019-03-16,P.VIAJE,necesidad,necesidad_14,P.VIAJE4,efectivo,-4303.821,V051,,201903,efectivo
A004814,2019-03-16,P.VIAJE,necesidad,necesidad_3,P.VIAJE9,efectivo,-19333.011,V051,,201903,efectivo
A004815,2019-03-16,P.VIAJE,necesidad,necesidad_15,P.VIAJE3,efectivo,-24079.071,V051,,201903,efectivo
A004816,2019-03-16,P.VIAJE,necesidad,necesidad_10,P.VIAJE4,efectivo,-41468.1075,V051,,201903,efectivo
A004817,2019-03-16,P.VIAJE,necesidad,necesidad_1,P.VIAJE8,efectivo,-25661.091,V051,,201903,efectivo
A004818,2019-03-16,P.VIAJE,deuda,deuda: nombre_7,P.VIAJE8,efectivo,-5226.665999999999,V051,D064,201903,efectivo
A004819,2019-03-16,P.VIAJE,deuda,deuda: nombre_8,P.VIAJE9,efectivo,3289.875,V051,D064,201903,efectivo
A004820,2019-03-16,P.VIAJE,necesidad,necesidad_15,P.VIAJE5,efectivo,-14151.8955,V051,,201903,efectivo
A004821,2019-03-16,P.VIAJE,necesidad,necesidad_16,P.VIAJE10,efectivo,-14151.8955,V051,,201903,efectivo
A004822,2019-03-16,P.VIAJE,necesidad,necesidad_17,P.VIAJE2,efectivo,-14151.8955,V051,,201903,efectivo
A004823,2019-03-16,P.VIAJE,consumible,consumible_10438,P.VIAJE2,efectivo,-11871.15,V051,,201903,efectivo
A004824,2019-03-16,P.VIAJE,consumible,consumible_10538,P.VIAJE2,efectivo,-3301.875,V051,,201903,efectivo
A004825,2019-03-17,P.VIAJE,necesidad,"4.necesidad_20",P.VIAJE7,efectivo,-35548.575,V051,,201903,efectivo
A004826,2019-03-17,P.VIAJE,necesidad,necesidad_1,P.VIAJE2,efectivo,-27862.7355,V051,,201903,efectivo
A004827,2019-03-17,P.VIAJE,necesidad,necesidad_5,P.VIAJE2,efectivo,-12042.5355,V051,,201903,efectivo
A004828,2019-03-17,P.VIAJE,necesidad,necesidad_14,P.VIAJE6,efectivo,-9985.9095,V051,,201903,efectivo
A004829,2019-03-17,P.VIAJE,necesidad,necesidad_15,P.VIAJE7,efectivo,-9972.725999999999,V051,,201903,efectivo
A004830,2019-03-17,P.VIAJE,necesidad,necesidad_2,P.VIAJE9,efectivo,-25788.555,V051,,201903,efectivo
A004831,2019-03-17,P.VIAJE,necesidad,necesidad_4,P.VIAJE10,efectivo,-29813.8935,V051,,201903,efectivo
A004832,2019-03-17,P.VIAJE,necesidad,necesidad_5,P.VIAJE2,efectivo,-29813.8935,V051,,201903,efectivo
A004833,2019-03-17,P.VIAJE,regalo,regalo: nombre_6,P.VIAJE3,efectivo,-2546.1150000000002,V051,,201903,efectivo
A004834,2019-03-17,P.VIAJE,regalo,regalo: nombre_4,P.VIAJE4,efectivo,-2546.1150000000002,V051,,201903,efectivo
A004835,2019-03-17,P.VIAJE,regalo,regalo: nombre_5,P.VIAJE5,efectivo,-3934.683,V051,,201903,efectivo
A004836,2019-03-17,P.VIAJE,regalo,regalo: nombre_6,P.VIAJE6,efectivo,-3934.683,V051,,201903,efectivo
A004837,2019-03-17,P.VIAJE,consumible,consumible_7105,P.VIAJE5,efectivo,-3934.683,V051,,201903,efectivo
A004838,2019-03-17,P.VIAJE,consumible,consumible_10973,P.VIAJE7,efectivo,-1271.616,V051,,201903,efectivo
A004839,2019-03-17,P.VIAJE,transporte,transporte_13,P.VIAJE5,efectivo,-11871.15,V051,,201903,efectivo
A004840,2019-03-17,P.VIAJE,deuda,deuda: nombre_15,P.VIAJE10,efectivo,21144.0,V051,D064,201903,efectivo
A004841,2019-03-17,P.VIAJE,recreacion,recreacion: nombre_10,P.VIAJE4,efectivo,-52740.0,V051,,201903,efectivo
A004842,2019-03-17,TRANSPORTE,transporte,transporte_20,TRANSPORTE2,credito_2,-56406.0,,,201903,credito
A004843,2019-03-18,INGRESO,actividad,actividad_18,INGRESO5,credito_2,-711.0,V059,,201903,credito
A004844,2019-03-18,P.VIAJE,evento,evento_5727,P.VIAJE3,credito_2,-711.0,V065,,201903,credito
A004845,2019-03-18,P.VIAJE,evento,evento_5729,P.VIAJE1,credito_2,-711.0,V052,,201903,credito
A004846,2019-03-20,INGRESO,actividad,actividad_15,INGRESO10,debito_3,12261.0,,,201903,debito
A004847,2019-03-21,P.VIAJE,consumible,consumible_8640,P.VIAJE10,credito_2,-1980.0,V052,,201903,credito
A004848,2019-03-21,P.VIAJE,consumible,consumible_6859,P.VIAJE1,credito_2,-1768.5,V052,,201903,credito
A004849,2019-03-21,P.VIAJE,transporte,transporte_6,P.VIAJE6,credito_2,-13222.635,V052,,201903,credito
A004850,2019-03-21,P.VIAJE,recreacion,recreacion_10,P.VIAJE2,credito_2,-5505.0,V052,,201903,credito
A004851,2019-03-21,P.VIAJE,consumible,consumible_10338,P.VIAJE2,credito_2,-7902.0,V052,,201903,credito
A004852,2019-03-21,P.VIAJE,consumible,consumible_8606,P.VIAJE4,credito_2,-1627.5,V052,,201903,credito
A004853,2019-03-21,P.VIAJE,gustos,gustos_5475,P.VIAJE5,efectivo,-1416.0,V052,,201903,efectivo
A004854,2019-03-21,P.VIAJE,consumible,consumible_7822,P.VIAJE8,credito_2,-2826.0,V052,,201903,credito
A004855,2019-03-21,P.VIAJE,consumible,consumible_10432,P.VIAJE8,credito_2,-4941.0,V052,,201903,credito
A004856,2019-03-21,P.VIAJE,consumible,consumible_11071,P.VIAJE9,credito_2,-4941.0,V052,,201903,credito
A004857,2019-03-21,P.VIAJE,consumible,consumible_10970,P.VIAJE10,credito_2,-2826.0,V052,,201903,credito
A004858,2019-03-21,P.VIAJE,recreacion,recreacion_12,P.VIAJE6,credito_2,-2826.0,V052,,201903,credito
A004859,2019-03-21,LIBRE,gustos,gustos_580,LIBRE9,credito_2,14023.5,,,201903,credito
A004860,2019-03-22,P.VIAJE,transporte,transporte_11,P.VIAJE6,efectivo,-323.25,V052,,201903,efectivo
A004861,2019-03-22,P.VIAJE,consumible,consumible_9568,P.VIAJE2,efectivo,-4941.0,V052,,201903,efectivo
A004862,2019-03-22,P.VIAJE,consumible,consumible_10967,P.VIAJE3,efectivo,-1416.0,V052,,201903,efectivo
A004863,2019-03-22,P.VIAJE,recreacion,recreacion_13,P.VIAJE7,efectivo,-711.0,V052,,201903,efectivo
A004864,2019-03-22,P.VIAJE,consumible,consumible_9478,P.VIAJE2,debito_3,-4200.75,V052,,201903,debito
A004865,2019-03-22,P.VIAJE,consumible,consumible_9476,P.VIAJE4,debito_3,-633.45,V052,,201903,debito
A004866,2019-03-22,P.VIAJE,consumible,consumible_11280,P.VIAJE10,debito_3,-1549.9499999999998,V052,,201903,debito
A004867,2019-03-22,P.VIAJE,recreacion,recreacion_14,P.VIAJE8,efectivo,-111.75,V052,,201903,efectivo
A004868,2019-03-22,P.VIAJE,deuda,deuda: nombre_20,P.VIAJE1,efectivo,-323.25,V052,D230,201903,efectivo
A004869,2019-03-22,P.VIAJE,deuda,deuda: nombre_1,P.VIAJE2,efectivo,29.25,V052,D230,201903,efectivo
A004870,2019-03-22,P.VIAJE,consumible,consumible_8354,P.VIAJE6,efectivo,-14106.0,V052,,201903,efectivo
A004871,2019-03-22,P.VIAJE,gustos,gustos_5186,P.VIAJE4,efectivo,-3531.0,V052,,201903,efectivo
A004872,2019-03-22,P.VIAJE,consumible,consumible_7230,P.VIAJE10,efectivo,-1416.0,V052,,201903,efectivo
A004873,2019-03-22,P.VIAJE,consumible,consumible_10759,P.VIAJE1,efectivo,-7056.0,V052,,201903,efectivo
A004874,2019-03-23,DINERO,transaccion,transaccion_900,DINERO1,debito_3,-35256.0,,,201903,debito
A004875,2019-03-23,DINERO,transaccion,transaccion_901,DINERO2,efectivo,35244.0,,,201903,efectivo
A004876,2019-03-23,P.VIAJE,transporte,transporte_12,P.VIAJE7,efectivo,-323.25,V052,,201903,efectivo
A004877,2019-03-23,P.VIAJE,consumible,consumible_10675,P.VIAJE5,efectivo,-2826.0,V052,,201903,efectivo
A004878,2019-03-23,P.VIAJE,consumible,consumible_10430,P.VIAJE10,efectivo,-4588.5,V052,,201903,efectivo
A004879,2019-03-23,P.VIAJE,deuda,deuda: nombre_11,P.VIAJE3,efectivo,-4588.5,V052,D226,201903,efectivo
A004880,2019-03-23,P.VIAJE,consumible,consumible_8351,P.VIAJE9,efectivo,-56406.0,V052,,201903,efectivo
A004881,2019-03-23,P.VIAJE,deuda,deuda: nombre_16,P.VIAJE4,efectivo,1404.0,V052,D226,201903,efectivo
A004882,2019-03-23,P.VIAJE,deuda,deuda: nombre_2,P.VIAJE5,efectivo,1404.0,V052,D226,201903,efectivo
A004883,2019-03-23,P.VIAJE,regalo,regalo: nombre_17,P.VIAJE7,efectivo,-3531.0,V052,,201903,efectivo
A004884,2019-03-23,P.VIAJE,regalo,regalo: nombre_19,P.VIAJE8,efectivo,-3531.0,V052,,201903,efectivo
A004885,2019-03-23,P.VIAJE,transaccion,transaccion_6,P.VIAJE3,efectivo,-499.5,V052,,201903,efectivo
A004886,2019-03-24,P.VIAJE,transporte,transporte_13,P.VIAJE9,efectivo,-323.25,V052,,201903,efectivo
A004887,2019-03-24,P.VIAJE,regalo,regalo: nombre_10,P.VIAJE9,efectivo,-41.25,V052,,201903,efectivo
A004888,2019-03-24,P.VIAJE,transporte,transporte_15,P.VIAJE3,efectivo,-852.0,V052,,201903,efectivo
A004889,2019-03-24,LIBRE,transaccion,transaccion_6,LIBRE2,credito_2,-2297.25,,,201903,credito
A004890,2019-03-24,DINERO,transaccion,transaccion_902,DINERO3,credito_2,-35256.0,,,201903,credito
A004891,2019-03-24,DINERO,transaccion,transaccion_903,DINERO4,efectivo,35244.0,,,201903,efectivo
A004892,2019-03-24,P.VIAJE,transporte,transporte_3,P.VIAJE10,credito_2,-9331.035,V052,,201903,credito
A004893,2019-03-24,P.VIAJE,evento,evento_5655,P.VIAJE5,efectivo,-1416.0,V052,,201903,efectivo
A004894,2019-03-24,P.VIAJE,consumible,consumible_11668,P.VIAJE2,credito_2,-10581.0,V052,,201903,credito
A004895,2019-03-24,P.VIAJE,consumible,consumible_10964,P.VIAJE6,credito_2,-2826.0,V052,,201903,credito
A004896,2019-03-24,P.VIAJE,consumible,consumible_9824,P.VIAJE6,credito_2,-4941.0,V052,,201903,credito
A004897,2019-03-24,P.VIAJE,regalo,regalo: nombre_12,P.VIAJE10,credito_2,-2826.0,V052,,201903,credito
A004898,2019-03-24,P.VIAJE,consumible,consumible_7146,P.VIAJE4,credito_2,-1303.1999999999998,V052,,201903,credito
A004899,2019-03-25,P.VIAJE,regalo,regalo: nombre_17,P.VIAJE1,efectivo,-3883.5,V052,,201903,efectivo
A004900,2019-03-25,P.VIAJE,gustos,gustos_5170,P.VIAJE10,efectivo,-4165.5,V052,,201903,efectivo
A004901,2019-03-25,P.VIAJE,transporte,transporte_19,P.VIAJE7,efectivo,-852.0,V052,,201903,efectivo
A004902,2019-03-25,P.VIAJE,transporte,transporte_15,P.VIAJE5,credito_2,-3381.54,V052,,201903,credito
A004903,2019-03-25,P.VIAJE,consumible,consumible_9735,P.VIAJE5,credito_2,-9171.0,V052,,201903,credito
A004904,2019-03-25,P.VIAJE,consumible,consumible_9796,P.VIAJE4,credito_2,-4941.0,V052,,201903,credito
A004905,2019-03-25,P.VIAJE,recreacion,recreacion_15,P.VIAJE9,credito_2,-2826.0,V052,,201903,credito
A004906,2019-03-25,P.VIAJE,transporte,transporte_14,P.VIAJE10,efectivo,-288.0,V052,,201903,efectivo
A004907,2019-03-25,P.VIAJE,regalo,regalo: nombre_17,P.VIAJE2,efectivo,29.25,V052,,201903,efectivo
A004908,2019-03-25,P.VIAJE,recreacion,recreacion_14,P.VIAJE6,credito_2,-5434.5,V052,,201903,credito
A004909,2019-03-25,P.VIAJE,deuda,deuda: nombre_18,P.VIAJE6,credito_2,-5434.5,V052,D067,201903,credito
A004910,2019-03-26,P.VIAJE,transporte,transporte_12,P.VIAJE8,credito_2,-22828.965,V052,,201903,credito
A004911,2019-03-26,P.VIAJE,transporte,transporte: nombre_4,P.VIAJE2,debito_2,11344.5,V052,,201903,debito
A004912,2019-03-26,P.VIAJE,deuda,deuda: nombre_19,P.VIAJE7,debito_2,5422.5,V052,D067,201903,debito
A004913,2019-03-26,RECREACION,regalo,regalo: nombre_15,RECREACION6,credito_2,-2826.0,,,201903,credito
A004914,2019-03-26,RECREACION,consumible,consumible_13326,RECREACION4,credito_2,-4588.5,,,201903,credito
A004915,2019-03-26,RECREACION,invitacion,invitacion: nombre_8,RECREACION1,credito_2,-4588.5,,,201903,credito
A004916,2019-03-26,NECESIDAD,consumible,consumible_4512,NECESIDAD10,credito_2,-1056.45,,,201903,credito
A004917,2019-03-26,NECESIDAD,consumible,consumible_5394,NECESIDAD8,credito_2,-4412.25,,,201903,credito
A004918,2019-03-28,LIBRE,transaccion,transaccion_5,LIBRE8,credito_2,-7732.799999999999,,,201903,credito
A004919,2019-03-28,P.VIAJE,necesidad,necesidad_16,P.VIAJE1,credito_2,50035.604999999996,V059,,201903,credito
A004920,2019-03-28,P.VIAJE,transporte,transporte_1,P.VIAJE1,credito_2,-323.25,V051,,201903,credito
A004921,2019-03-28,P.MANUAL,manualidad,manualidad_13,P.MANUAL10,credito_2,-44.07,,,201903,credito
A004922,2019-03-28,LIBRE,gustos,gustos_457,LIBRE2,credito_2,-19675.5,,,201903,credito
A004923,2019-03-29,LIBRE,transaccion,transaccion_20,LIBRE9,debito_1,-2868.3,,,201903,debito
A004924,2019-03-29,RECREACION,recreacion,recreacion: nombre_5,RECREACION5,efectivo,-4236.0,,,201903,efectivo
A004925,2019-03-29,LIBRE,transaccion,transaccion_7,LIBRE4,efectivo,558.0,,,201903,efectivo
A004926,2019-03-29,INGRESO,transaccion,transaccion_15,INGRESO10,debito_1,569366.805,,,201903,debito
A004927,2019-03-29,DINERO,transaccion,transaccion_57,DINERO8,debito_3,105744.0,,,201903,debito
A004928,2019-03-29,DINERO,transaccion,transaccion_58,DINERO9,debito_1,-105756.0,,,201903,debito
A004929,2019-03-29,DINERO,transaccion,transaccion_393,DINERO6,debito_3,401844.0,,,201903,debito
A004930,2019-03-29,DINERO,transaccion,transaccion_394,DINERO8,debito_1,-401856.0,,,201903,debito
A004931,2019-03-29,DINERO,transaccion,transaccion_395,DINERO10,debito_1,-105756.0,,,201903,debito
A004932,2019-03-29,DINERO,transaccion,transaccion_396,DINERO2,debito_2,105744.0,,,201903,debito
A004933,2019-03-29,DINERO,transaccion,transaccion_10,DINERO10,credito_2,317175.615,,,201903,credito
A004934,2019-03-29,DINERO,transaccion,transaccion_11,DINERO1,debito_3,-317187.615,,,201903,debito
A004935,2019-03-29,DINERO,transaccion,transaccion_904,DINERO5,debito_3,-324306.0,,,201903,debito
A004936,2019-03-29,DINERO,transaccion,transaccion_905,DINERO6,efectivo,324294.0,,,201903,efectivo
A004937,2019-03-29,SUSCRIPCION,hogar,hogar_8820,SUSCRIPCION8,efectivo,-42306.0,,,201903,efectivo
A004938,2019-03-29,NECESIDAD,necesidad,necesidad_11,NECESIDAD2,efectivo,-28206.0,,,201903,efectivo
A004939,2019-03-29,NECESIDAD,consumible,consumible_7958,NECESIDAD4,efectivo,-28206.0,,,201903,efectivo
A004940,2019-03-29,P.FORMAL,transporte,transporte_2,P.FORMAL6,efectivo,-225606.0,,,201903,efectivo
A004941,2019-03-29,HOGAR,hogar,hogar2206,HOGAR10,efectivo,-711.0,,,201903,efectivo
A004942,2019-03-29,DINERO,inversion,loc_4,DINERO9,debito_2,-105756.0,,,201903,debito
A004943,2019-03-31,RECREACION,consumible,consumible_12139,RECREACION1,efectivo,-7056.0,,,201903,efectivo
A004944,2019-03-31,RECREACION,consumible,consumible_12251,RECREACION9,efectivo,-1768.5,,,201903,efectivo
A004945,2019-03-31,RECREACION,deuda,deuda: nombre_1,RECREACION2,efectivo,-8818.5,,D068,201903,efectivo
A004946,2019-03-31,LIBRE,consumible,consumible_6869,LIBRE10,credito_2,-6351.0,,,201903,credito
A004947,2019-04-01,NECESIDAD,necesidad,necesidad_20,NECESIDAD3,credito_2,-42306.0,,,201904,credito
A004948,2019-04-02,RECREACION,evento,evento_7792,RECREACION8,credito_2,-4588.5,,,201904,credito
A004949,2019-04-02,RECREACION,invitacion,invitacion: nombre_18,RECREACION2,credito_2,-4588.5,,,201904,credito
A004950,2019-04-02,RECREACION,invitacion,invitacion: nombre_17,RECREACION3,credito_2,-4588.5,,,201904,credito
A004951,2019-04-03,RECREACION,recreacion,recreacion: nombre_2,RECREACION6,efectivo,-3531.0,,,201904,efectivo
A004952,2019-04-03,DINERO,transaccion,transaccion_906,DINERO7,debito_3,-14106.0,,,201904,debito
A004953,2019-04-03,DINERO,transaccion,transaccion_907,DINERO8,efectivo,14094.0,,,201904,efectivo
A004954,2019-04-03,LIBRE,transaccion,transaccion_16,LIBRE5,debito_3,-13908.599999999999,,,201904,debito
A004955,2019-04-03,NECESIDAD,necesidad,necesidad_1,NECESIDAD2,efectivo,-7056.0,,,201904,efectivo
A004956,2019-04-06,P.GUSTOS,gustos,"4.gustos_12",P.GUSTOS2,credito_2,-188006.94,,,201904,credito
A004957,2019-04-06,P.GUSTOS,gustos,"7.gustos_15",P.GUSTOS1,credito_2,-188005.53,,,201904,credito
A004958,2019-04-06,P.GUSTOS,gustos,"6.gustos_2",P.GUSTOS6,credito_2,-188005.53,,,201904,credito
A004959,2019-04-06,RECREACION,evento,evento_7887,RECREACION3,credito_2,-3319.5,,,201904,credito
A004960,2019-04-06,RECREACION,deuda,deuda: nombre_5,RECREACION3,credito_2,-3319.5,,D069,201904,credito
A004961,2019-04-06,RECREACION,deuda,deuda: nombre_7,RECREACION4,credito_2,-3319.5,,D069,201904,credito
A004962,2019-04-06,P.GUSTOS,gustos,"3.gustos_7",P.GUSTOS1,credito_2,-55701.0,,,201904,credito
A004963,2019-04-06,LIBRE,deuda,deuda: nombre_8,LIBRE5,efectivo,3519.0,,D069,201904,efectivo
A004964,2019-04-06,RECREACION,consumible,consumible_13904,RECREACION6,credito_2,-7761.0,,,201904,credito
A004965,2019-04-06,RECREACION,consumible,consumible_13539,RECREACION1,credito_2,-2121.0,,,201904,credito
A004966,2019-04-06,RECREACION,recreacion,recreacion_16,RECREACION3,credito_2,-2826.0,,,201904,credito
A004967,2019-04-06,LIBRE,deuda,deuda: nombre_6,LIBRE6,credito_2,3519.0,,D069,201904,credito
A004968,2019-04-07,RECREACION,transporte,transporte_14,RECREACION9,credito_2,-44779.845,V053,,201904,credito
A004969,2019-04-07,RECREACION,consumible,consumible_12167,RECREACION3,credito_2,-8466.0,V053,,201904,credito
A004970,2019-04-07,RECREACION,consumible,consumible_13536,RECREACION4,credito_2,-1768.5,V053,,201904,credito
A004971,2019-04-07,RECREACION,deuda,deuda: nombre_10,RECREACION5,credito_2,-10228.5,V053,D070,201904,credito
A004972,2019-04-07,RECREACION,deuda,deuda: nombre_11,RECREACION6,efectivo,10569.0,V053,D070,201904,efectivo
A004973,2019-04-07,RECREACION,transporte,transporte: nombre_7,RECREACION4,efectivo,8806.5,V053,,201904,efectivo
A004974,2019-04-07,HOGAR,hogar,hogar2207,HOGAR1,efectivo,-1063.5,,,201904,efectivo
A004975,2019-04-07,RECREACION,transporte,transporte: nombre_4,RECREACION5,debito_2,8923.53,V053,,201904,debito
A004976,2019-04-07,P.GUSTOS,gustos,"2.gustos_10",P.GUSTOS10,credito_2,-70506.0,,,201904,credito
A004977,2019-04-08,P.VIAJE,transporte,transporte_12,P.VIAJE4,credito_2,-34833.0,V055,,201904,credito
A004978,2019-04-09,P.MANUAL,manualidad,manualidad_4,P.MANUAL2,debito_2,-10122.75,,,201904,debito
A004979,2019-04-09,P.MANUAL,manualidad,manualidad_9,P.MANUAL9,debito_2,-10122.75,,,201904,debito
A004980,2019-04-09,DINERO,transaccion,transaccion_908,DINERO9,debito_3,-7056.0,,,201904,debito
A004981,2019-04-09,DINERO,transaccion,transaccion_909,DINERO10,efectivo,7044.0,,,201904,efectivo
A004982,2019-04-09,P.FORMAL,necesidad,necesidad_17,P.FORMAL6,credito_2,-34621.5,,,201904,credito
A004983,2019-04-10,RECREACION,transporte,transporte: nombre_9,RECREACION6,debito_3,8806.5,V053,,201904,debito
A004984,2019-04-10,LIBRE,deuda,deuda: nombre_2,LIBRE7,debito_3,8806.5,,D068,201904,debito
A004985,2019-04-12,P.VIAJE,regalo,regalo: nombre_1,P.VIAJE3,credito_2,-14106.0,V055,,201904,credito
A004986,2019-04-12,P.VIAJE,regalo,regalo: nombre_19,P.VIAJE4,credito_2,-16926.0,V055,,201904,credito
A004987,2019-04-13,P.VIAJE,consumible,consumible_11623,P.VIAJE7,credito_2,-2121.0,V055,,201904,credito
A004988,2019-04-13,P.VIAJE,transporte,transporte_15,P.VIAJE8,credito_2,-51537.975000000006,V054,,201904,credito
A004989,2019-04-13,P.VIAJE,deuda,deuda: nombre_7,P.VIAJE8,efectivo,7044.0,V054,D229,201904,efectivo
A004990,2019-04-13,P.VIAJE,consumible,consumible_8044,P.VIAJE6,credito_2,-9171.0,V054,,201904,credito
A004990-1,2019-04-13,P.VIAJE,deuda,deuda: nombre_8,P.VIAJE9,credito_2,-7056.0,V054,D229,201904,credito
A004991,2019-04-13,P.VIAJE,consumible,consumible_10552,P.VIAJE8,credito_2,-2755.5,V054,,201904,credito
A004992,2019-04-13,P.VIAJE,recreacion,recreacion_15,P.VIAJE2,efectivo,-852.0,V054,,201904,efectivo
A004993,2019-04-14,SUSCRIPCION,hogar,hogar_8900,SUSCRIPCION8,credito_2,-10615.545,,,201904,credito
A004994,2019-04-14,P.VIAJE,consumible,consumible_7283,P.VIAJE7,efectivo,-14106.0,V054,,201904,efectivo
A004995,2019-04-14,P.VIAJE,regalo,regalo_8,P.VIAJE8,efectivo,-570.0,V054,,201904,efectivo
A004996,2019-04-14,P.VIAJE,transaccion,transaccion_8,P.VIAJE4,efectivo,1404.0,V054,,201904,efectivo
A004997,2019-04-15,TRANSPORTE,transporte,transporte_1,TRANSPORTE4,credito_2,-56406.0,,,201904,credito
A004998,2019-04-15,INGRESO,transaccion,transaccion_16,INGRESO1,debito_1,366594.0,,,201904,debito
A004999,2019-04-15,LIBRE,transaccion,transaccion_1,LIBRE1,debito_1,-1437.15,,,201904,debito
A005000,2019-04-15,DINERO,transaccion,transaccion_59,DINERO10,debito_3,105744.0,,,201904,debito
A005001,2019-04-15,DINERO,transaccion,transaccion_60,DINERO2,debito_1,-105756.0,,,201904,debito
A005002,2019-04-15,DINERO,transaccion,transaccion_397,DINERO4,debito_3,105744.0,,,201904,debito
A005003,2019-04-15,DINERO,transaccion,transaccion_398,DINERO6,debito_1,-105756.0,,,201904,debito
A005004,2019-04-15,DINERO,transaccion,transaccion_399,DINERO8,debito_1,-105756.0,,,201904,debito
A005005,2019-04-15,DINERO,transaccion,transaccion_400,DINERO2,debito_2,105744.0,,,201904,debito
A005006,2019-04-16,LIBRE,consumible,consumible_2464,LIBRE5,efectivo,-1416.0,,,201904,efectivo
A005007,2019-04-17,SUSCRIPCION,hogar,hogar_8893,SUSCRIPCION5,credito_2,46.17,,,201904,credito
A005008,2019-04-17,LIBRE,transaccion,transaccion_8,LIBRE9,credito_2,-2527.08,,,201904,credito
A005009,2019-04-17,P.VIAJE,transporte,transporte_7,P.VIAJE6,credito_2,-301.39500000000004,V055,,201904,credito
A005010,2019-04-17,P.VIAJE,consumible,consumible_8441,P.VIAJE9,credito_2,-7056.0,V055,,201904,credito
A005011,2019-04-17,P.VIAJE,consumible,consumible_11312,P.VIAJE8,efectivo,-2121.0,V055,,201904,efectivo
A005012,2019-04-17,P.VIAJE,regalo,regalo: nombre_20,P.VIAJE5,efectivo,-1416.0,V055,,201904,efectivo
