id,fecha,clave,descripcion,lugar_de_uso,monto,id_viaje,moneda,tipo_cambio,periodo_fact_c_diaria
A004878,23/03/2019,consumible,consumible_10430,P.VIAJE10,-4588.5,V052,Dolar Americano,678.23,201903
A015531,12/03/2025,deuda,deuda: nombre_7,P.VIAJE2,277327.605,V143,Yen Japones,63163,202503
A013890,17/04/2024,deuda,deuda: nombre_19,P.VIAJE6,-1620.45,V122,Yen Japones,63314,202404
A003914,24/06/2018,consumible,consumible_9480,P.VIAJE10,-922.5,V047,Dolar Americano,638.14,201806
A013601,13/03/2024,evento,evento_5824,P.VIAJE6,-16805.7975,V132,Euro,1033.35,202403
A009457,14/05/2022,consumible,consumible_10011,P.VIAJE9,-147,V086,Euro,895.19,202205
A013841,14/04/2024,consumible,consumible_9576,P.VIAJE4,-3775.635,V120,Dolar Americano,964.38,202404
A006104,27/11/2019,deuda,deuda: nombre_10,P.VIAJE9,480804,V074,Euro,898.32,201911
A013984-1,23/04/2024,deuda,deuda: nombre_14,P.VIAJE1,-4205.685,V128,Euro,1022.4,202404
A014253,03/05/2024,deuda,deuda: nombre_1,P.VIAJE2,1365.225,V122,Yen Japones,61354,202405
A014243,03/05/2024,deuda,deuda: nombre_13,P.VIAJE2,1275.69,V122,Yen Japones,61354,202405
A009490,18/05/2022,consumible,consumible_7991,P.VIAJE9,-10581,V086,Euro,893.84,202205
A013237,13/01/2024,necesidad,necesidad_4,P.VIAJE8,-44801.7,V128,Euro,995.81,202401
A002010,19/03/2017,gustos,gustos_5526,P.VIAJE4,-19005.75,V021,Euro,710.93,201703
A004887,24/03/2019,regalo,regalo: nombre_10,P.VIAJE9,-41.25,V052,Dolar Americano,678.23,201903
A009474,16/05/2022,consumible,consumible_8293,P.VIAJE7,-5646,V086,Euro,894.03,202205
A004643,31/01/2019,necesidad,necesidad_7,P.VIAJE4,-436.05,V052,Dolar Americano,655.41,201901
A001495,10/10/2016,transporte,transporte_8,P.VIAJE5,-35256,V021,Euro,745.69,201610
A001414,23/09/2016,necesidad,necesidad_5,P.VIAJE5,-30458.475,V013,Dolar Americano,660.25,201609
A014725,10/08/2024,consumible,consumible_9653,P.VIAJE7,-6985.5,V139,Euro,1017.4,202408
A001452,25/09/2016,regalo,regalo: nombre_7,P.VIAJE1,-20907.135,V013,Dolar Americano,660.25,201609
A005724,22/09/2019,consumible,consumible_10955,P.VIAJE5,-1416,V064,Yen Japones,66683,201909
A003323,23/01/2018,deuda,deuda: nombre_11,P.VIAJE1,84241.5,V047,Dolar Americano,608.99,201801
A013874,16/04/2024,deuda,deuda: nombre_19,P.VIAJE3,-3992.07,V122,Yen Japones,63334,202404
A010531,03/10/2022,regalo,regalo: nombre_17,P.VIAJE9,-25527,V097,Euro,922.55,202210
A013852,15/04/2024,recreacion,recreacion_2,P.VIAJE9,-2078.7,V120,Dolar Americano,978.2,202404
A014273,03/05/2024,deuda,deuda: nombre_8,P.VIAJE2,3980.775,V123,Dolar Americano,938.78,202405
A013894-1,17/04/2024,deuda,deuda: nombre_20,P.VIAJE10,-1377.225,V122,Yen Japones,63314,202404
A005948,24/10/2019,deuda,deuda_8251,RECREACION9,-1416,V070,Dolar Americano,723.73,201910
A014719,09/08/2024,gustos,gustos_5419,P.VIAJE1,-6351,V139,Euro,1017.4,202408
A014172,03/05/2024,deuda,deuda: nombre_9,P.VIAJE2,1815.72,V132,Euro,1009.94,202405
A013968,22/04/2024,deuda,deuda: nombre_9,P.VIAJE1,-15547.02,V126,Yen Japones,61453,202404
A013644,27/03/2024,consumible,consumible_8299,P.VIAJE1,-2685,V114,Euro,1059.13,202403
A011893,20/05/2023,consumible,consumible_8501,P.VIAJE9,-12978,V101,Euro,861.83,202305
A003892,22/06/2018,consumible,consumible_11762,P.VIAJE8,-7408.5,V047,Dolar Americano,638.14,201806
A011032,22/12/2022,manualidad,manualidad_16,P.VIAJE2,-20451,V100,Euro,921.36,202212
A001008,18/05/2016,evento,evento_5841,P.VIAJE9,103761.54,V013,Dolar Americano,695.5,201605
A013773-1,09/04/2024,deuda,deuda: nombre_1,P.VIAJE4,-879.1425,V116,Yen Japones,61984,202404
A014169,03/05/2024,deuda,deuda: nombre_13,P.VIAJE9,9766.71,V131,Dolar Americano,938.78,202405
A013845,14/04/2024,deuda,deuda: nombre_2,P.VIAJE2,-5533.905,V120,Dolar Americano,964.38,202404
A013075,18/12/2023,hogar,hogar_5111,P.VIAJE9,-70365,V113,Euro,954.58,202312
A009521,21/05/2022,recreacion,recreacion_2,P.VIAJE3,-711,V086,Euro,882.76,202205
A014202,03/05/2024,deuda,deuda: nombre_8,P.VIAJE1,11302.5525,V116,Yen Japones,61354,202405
A013880,16/04/2024,consumible,consumible_10655,P.VIAJE5,-1134,V122,Yen Japones,63334,202404
A001431,24/09/2016,necesidad,necesidad_20,P.VIAJE7,-16222.41,V013,Dolar Americano,660.25,201609
A014144,03/05/2024,deuda,deuda: nombre_1,P.VIAJE3,124735.29,V123,Dolar Americano,938.78,202405
A013950-1,20/04/2024,deuda,deuda: nombre_6,P.VIAJE1,-3992.775,V123,Dolar Americano,954.44,202404
A009495,18/05/2022,consumible,consumible_7979,P.VIAJE1,-7197,V086,Euro,893.84,202205
A004983,10/04/2019,transporte,transporte: nombre_9,RECREACION6,8806.5,V053,Yen Japones,59620,201904
A006079,17/11/2019,invitacion,invitacion: nombre_11,RECREACION9,-1486.5,V071,Dolar Americano,774.3,201911
A011086,06/01/2023,hogar,hogar: nombre_19,P.VIAJE10,-17631,V100,Euro,895.09,202301
A010166,19/08/2022,consumible,consumible_8146,P.VIAJE4,-4941,V089,Yen Japones,68929,202208
A010979,13/12/2022,regalo,regalo: nombre_16,P.VIAJE6,-15516,V100,Euro,909.84,202212
A014106,03/05/2024,deuda,deuda: nombre_1,P.VIAJE4,4372.755,V119,Euro,1009.94,202405
A013763,08/04/2024,deuda,deuda: nombre_4,P.VIAJE7,-69096,V115,Dolar Americano,944,202404
A006267,26/12/2019,transporte,transporte_15,P.VIAJE8,-8212.2,V074,Euro,827.1,201912
A004968,07/04/2019,transporte,transporte_14,RECREACION9,-44779.845,V053,Yen Japones,59505,201904
A013821,12/04/2024,deuda,deuda: nombre_12,P.VIAJE5,-2350.125,V119,Euro,1026.29,202404
A013351,05/02/2024,deuda,deuda: nombre_3,P.VIAJE4,80469.045,V129,Yen Japones,64116,202402
A006008,01/11/2019,recreacion,recreacion_20,P.VIAJE10,-480566.43,V074,Euro,826.88,201911
A014162,03/05/2024,deuda,deuda: nombre_12,P.VIAJE2,12056.55,V131,Dolar Americano,938.78,202405
A013797,10/04/2024,evento,evento_5629,P.VIAJE1,-6310.815,V116,Yen Japones,62263,202404
A013624,22/03/2024,consumible,consumible_7087,P.VIAJE3,-10933.5,V114,Euro,1061.55,202403
A013563,12/03/2024,evento,evento_5832,P.VIAJE8,-24729.645,V122,Yen Japones,64704,202403
A014238,03/05/2024,deuda,deuda: nombre_8,P.VIAJE7,3137.2425,V121,Dolar Americano,938.78,202405
A003907,23/06/2018,consumible,consumible_11917,P.VIAJE3,-7056,V047,Dolar Americano,638.14,201806
A011019,19/12/2022,consumible,consumible_10355,P.VIAJE5,-2603.22,V100,Euro,943.05,202212
A009491,18/05/2022,regalo,regalo: nombre_8,P.VIAJE3,-10581,V086,Euro,893.84,202205
A014099,03/05/2024,deuda,deuda: nombre_5,P.VIAJE6,69084,V115,Dolar Americano,938.78,202405
A013556,12/03/2024,deuda,deuda: nombre_5,P.VIAJE8,-19524.63,V120,Dolar Americano,955.61,202403
A005099,05/05/2019,consumible,consumible_9451,P.VIAJE9,-1310.25,V057,Yen Japones,60896,201905
A013148,07/01/2024,hogar,hogar_5099,P.VIAJE1,-87355.5,V113,Euro,973.31,202401
A005828,03/10/2019,evento,evento_5645,P.VIAJE5,-5646,V066,Euro,785.21,201910
A013243,13/01/2024,necesidad,necesidad_20,P.VIAJE1,-166985.955,V116,Yen Japones,62754,202401
A015695,17/04/2025,transporte,transporte_2,P.VIAJE4,-3601.5,V143,Yen Japones,67763,202504
A013145,07/01/2024,hogar,hogar_5056,P.VIAJE4,-11638.5,V113,Euro,973.31,202401
A013774-1,09/04/2024,deuda,deuda: nombre_3,P.VIAJE5,-1105.4475,V116,Yen Japones,61984,202404
A004860,22/03/2019,transporte,transporte_11,P.VIAJE6,-323.25,V052,Dolar Americano,678.23,201903
A005826,03/10/2019,evento,evento_5646,P.VIAJE4,-4941,V066,Euro,785.21,201910
A015670,14/04/2025,regalo,regalo: nombre_18,P.VIAJE7,-9594,V143,Yen Japones,67562,202504
A011888,17/05/2023,hogar,hogar_4782,P.VIAJE8,-14282.25,V101,Euro,857.63,202305
A001439,24/09/2016,recreacion,recreacion_8,P.VIAJE8,-65599.905,V013,Dolar Americano,660.25,201609
A015676,15/04/2025,regalo,regalo: nombre_10,P.VIAJE9,-7056,V143,Yen Japones,67762,202504
A001079,04/06/2016,consumible,consumible_8663,P.VIAJE7,-2121,V010,Euro,775.58,201606
A013101,22/12/2023,recreacion,recreacion_20,P.VIAJE2,-1416,V113,Euro,982.04,202312
A001080,04/06/2016,consumible,consumible_8659,P.VIAJE1,-3531,V010,Euro,775.58,201606
A014278,03/05/2024,deuda,deuda: nombre_8,P.VIAJE7,3134.775,V127,Yen Japones,61354,202405
A014131,03/05/2024,deuda,deuda: nombre_4,P.VIAJE8,2018.76,V122,Yen Japones,61354,202405
A009478,16/05/2022,consumible,consumible_7994,P.VIAJE6,-17983.5,V086,Euro,894.03,202205
A001425,24/09/2016,necesidad,necesidad_14,P.VIAJE8,-8853.045,V013,Dolar Americano,660.25,201609
A014274,03/05/2024,deuda,deuda: nombre_15,P.VIAJE3,5840.9175,V123,Dolar Americano,938.78,202405
A005707,21/09/2019,consumible,consumible_9814,P.VIAJE6,-2332.5,V064,Yen Japones,66683,201909
A013856,15/04/2024,deuda,deuda: nombre_3,P.VIAJE10,-696.9,V121,Dolar Americano,978.2,202404
A004892,24/03/2019,transporte,transporte_3,P.VIAJE10,-9331.035,V052,Dolar Americano,678.23,201903
A005265,09/06/2019,recreacion,recreacion_13,P.VIAJE6,-8466,V060,Yen Japones,64008,201906
A011040,24/12/2022,hogar,6.hogar_6,P.VIAJE4,-3108,V100,Euro,931.43,202212
A013122,26/12/2023,consumible,consumible_8063,P.VIAJE7,-11286,V113,Euro,983.81,202312
A013652,27/03/2024,hogar,hogar: nombre_9,P.VIAJE9,28194,V114,Euro,1059.13,202403
A015689,16/04/2025,consumible,consumible_11040,P.VIAJE10,-6703.5,V143,Yen Japones,68408,202504
A015674,15/04/2025,evento,evento_5626,P.VIAJE4,-7056,V143,Yen Japones,67762,202504
A013354,05/02/2024,deuda,deuda: nombre_1,P.VIAJE7,64528.29,V120,Dolar Americano,953.4,202402
A008631,05/10/2021,evento,4.evento_8,P.VIAJE9,-8832.6,V084,Dolar Americano,810.9,202110
A004971,07/04/2019,deuda,deuda: nombre_10,RECREACION5,-10228.5,V053,Yen Japones,59505,201904
A013081,19/12/2023,hogar,hogar_5106,P.VIAJE4,-3954,V113,Euro,945.58,202312
A005688,18/09/2019,deuda,deuda: nombre_6,P.VIAJE2,44409,V064,Yen Japones,65926,201909
A010509,30/09/2022,consumible,consumible_7906,P.VIAJE4,-1134,V095,Euro,947.2,202209
A011022,19/12/2022,consumible,consumible_9601,P.VIAJE9,-1724.79,V100,Euro,943.05,202212
A015690,16/04/2025,evento,evento_5623,P.VIAJE7,-10581,V143,Yen Japones,68408,202504
A013240,13/01/2024,deuda,deuda: nombre_18,P.VIAJE9,-64540.29,V120,Dolar Americano,909.5,202401
A003899,22/06/2018,consumible,consumible_8532,P.VIAJE8,-7056,V047,Dolar Americano,638.14,201806
A014041,29/04/2024,deuda,deuda: nombre_8,P.VIAJE10,-19041,V133,Euro,1009.19,202404
A011900,23/05/2023,hogar,hogar_4829,P.VIAJE1,-704.655,V101,Euro,864.35,202305
A014290,03/05/2024,deuda,deuda: nombre_3,P.VIAJE9,11203.5,V133,Euro,1009.94,202405
A014161,03/05/2024,deuda,deuda: nombre_20,P.VIAJE1,2578.53,V128,Euro,1009.94,202405
A013575,12/03/2024,evento,evento_5809,P.VIAJE1,-26936.6475,V125,Dolar Americano,955.61,202403
A004868,22/03/2019,deuda,deuda: nombre_20,P.VIAJE1,-323.25,V052,Dolar Americano,678.23,201903
A013698,02/04/2024,deuda,deuda: nombre_17,P.VIAJE10,11716.035,V119,Euro,1049.02,202404
A014727,10/08/2024,consumible,consumible_10933,P.VIAJE7,-1486.5,V139,Euro,1017.4,202408
A011030,22/12/2022,consumible,consumible_6838,P.VIAJE2,-2438.25,V100,Euro,921.36,202212
A013811-1,11/04/2024,deuda,deuda: nombre_1,P.VIAJE7,-7536.4575,V118,Dolar Americano,954.7,202404
A005952,24/10/2019,deuda,deuda: nombre_13,RECREACION9,-1416,V070,Dolar Americano,723.73,201910
A013878,16/04/2024,consumible,consumible_9956,P.VIAJE4,-1185.1125,V122,Yen Japones,63334,202404
A013699,02/04/2024,deuda,deuda: nombre_17,P.VIAJE1,41072.5875,V119,Euro,1049.02,202404
A013660,28/03/2024,hogar,hogar_5079,P.VIAJE1,-22425,V114,Euro,1056.01,202403
A013996,25/04/2024,deuda,deuda: nombre_8,P.VIAJE9,-2600.4,V131,Dolar Americano,948.83,202404
A013982,23/04/2024,deuda,deuda: nombre_20,P.VIAJE10,-9052.56,V128,Euro,1022.4,202404
A002480,15/07/2017,consumible,consumible_11087,RECREACION3,-13260,V024,Euro,754.23,201707
A015532,12/03/2025,deuda,deuda_6187,P.VIAJE3,171137.685,V143,Yen Japones,63163,202503
A013802-1,11/04/2024,deuda,deuda: nombre_11,P.VIAJE9,-4398.855,V117,Euro,1023.82,202404
A013802,11/04/2024,transporte,transporte_2,P.VIAJE9,-4398.855,V117,Euro,1023.82,202404
A011891,20/05/2023,consumible,consumible_9557,P.VIAJE3,-1909.5,V101,Euro,861.83,202305
A013916,19/04/2024,deuda,deuda: nombre_6,P.VIAJE6,-3382.245,V122,Yen Japones,61716,202404
A013783,09/04/2024,consumible,consumible_11207,P.VIAJE3,-1230.9375,V116,Yen Japones,61984,202404
A013834-1,13/04/2024,deuda,deuda: nombre_16,P.VIAJE4,-5534.2575,V119,Euro,1026.29,202404
A013934,19/04/2024,consumible,consumible_9589,P.VIAJE1,-356.385,V123,Dolar Americano,954.44,202404
A013012,02/12/2023,deuda,deuda: nombre_19,P.VIAJE3,226510.5,V115,Dolar Americano,858.74,202312
A011882,15/05/2023,regalo,regalo: nombre_9,P.VIAJE5,-3531,V101,Euro,854.57,202305
A003781,27/05/2018,recreacion,recreacion_4,P.VIAJE3,-1416,V046,Yen Japones,57111,201805
A013935,19/04/2024,consumible,consumible_11265,P.VIAJE5,-1680.375,V123,Dolar Americano,954.44,202404
A013988-1,24/04/2024,deuda,deuda: nombre_9,P.VIAJE3,-3293.0625,V128,Euro,1015.79,202404
A014018,26/04/2024,deuda,deuda: nombre_8,P.VIAJE3,-2618.73,V132,Euro,1014.49,202404
A004856,21/03/2019,consumible,consumible_11071,P.VIAJE9,-4941,V052,Dolar Americano,667.03,201903
A013823,12/04/2024,consumible,consumible_11149,P.VIAJE1,-1266.8925,V119,Euro,1026.29,202404
A013602,13/03/2024,deuda,deuda: nombre_13,P.VIAJE7,-16805.7975,V132,Euro,1033.35,202403
A013811,11/04/2024,consumible,consumible_11853,P.VIAJE7,-7536.4575,V118,Dolar Americano,954.7,202404
A013942,20/04/2024,deuda,deuda: nombre_18,P.VIAJE4,-9751.215,V123,Dolar Americano,954.44,202404
A014656,29/07/2024,regalo,regalo: nombre_14,P.VIAJE5,-42306,V138,Euro,1034.62,202407
A005726,22/09/2019,recreacion,recreacion_12,P.VIAJE7,-3178.5,V064,Yen Japones,66683,201909
A011042,24/12/2022,consumible,consumible_8185,P.VIAJE5,-11920.5,V100,Euro,931.43,202212
A011100,09/01/2023,consumible,consumible_7790,P.VIAJE10,-1063.5,V100,Euro,895.62,202301
A014119,03/05/2024,deuda,deuda: nombre_2,P.VIAJE6,3493.62,V122,Yen Japones,61354,202405
A014019,26/04/2024,deuda,deuda: nombre_13,P.VIAJE4,-7858.995,V132,Euro,1014.49,202404
A007237,21/09/2020,hogar,hogar: nombre_7,P.VIAJE7,-14106,V080,Yen Japones,73981,202009
A006453,26/02/2020,deuda,deuda: nombre_19,RECREACION7,-7056,V077,Dolar Americano,811.3,202002
A003157,14/12/2017,consumible,consumible_3008,LIBRE1,-1204.5,V040,Dolar Americano,638.1,201712
A001407,23/09/2016,transporte,transporte_1,P.VIAJE10,-2473.5,V013,Dolar Americano,660.25,201609
A002005,18/03/2017,deuda,deuda: nombre_16,P.VIAJE9,33583.02,V021,Euro,710.93,201703
A015665,14/04/2025,regalo,regalo: nombre_14,P.VIAJE4,-28382.25,V143,Yen Japones,67562,202504
A008752,31/10/2021,gustos,3.gustos_3,P.VIAJE4,-18512.25,V084,Dolar Americano,813.2,202110
A014233,03/05/2024,deuda,deuda: nombre_19,P.VIAJE2,5019.5925,V120,Dolar Americano,938.78,202405
A013907-1,19/04/2024,deuda,deuda: nombre_4,P.VIAJE10,-1941.93,V122,Yen Japones,61716,202404
A008565,13/09/2021,regalo,regalo: nombre_7,P.VIAJE7,-129125.34,V084,Dolar Americano,784.68,202109
A014207,03/05/2024,deuda,deuda: nombre_11,P.VIAJE6,1885.1625,V116,Yen Japones,61354,202405
A000985,15/05/2016,transporte,transporte: nombre_20,P.VIAJE6,7044,V009,Dolar Americano,691.26,201605
A001988,17/03/2017,transporte,transporte_20,P.VIAJE2,-44844,V021,Euro,710.93,201703
A013593,13/03/2024,evento,evento_5825,P.VIAJE5,-16758.915,V131,Dolar Americano,944.13,202403
A013717,02/04/2024,deuda,deuda: nombre_18,P.VIAJE9,20429.4825,V125,Dolar Americano,974.2,202404
A015647,12/04/2025,consumible,consumible_8180,P.VIAJE10,-8748,V143,Yen Japones,67595,202504
A006075,16/11/2019,consumible,consumible_12214,RECREACION6,-1169.25,V071,Dolar Americano,774.3,201911
A013242,13/01/2024,deuda,deuda: nombre_10,P.VIAJE10,-147298.83,V123,Dolar Americano,909.5,202401
A001417,23/09/2016,necesidad,necesidad_8,P.VIAJE8,-11765.4,V013,Dolar Americano,660.25,201609
A005951,24/10/2019,deuda,deuda: nombre_16,RECREACION8,-4236,V070,Dolar Americano,723.73,201910
A005403,29/06/2019,regalo,regalo: nombre_5,P.VIAJE1,-640.5,V062,Dolar Americano,677.15,201906
A013558,12/03/2024,deuda,deuda: nombre_9,P.VIAJE9,-34488.96,V121,Dolar Americano,955.61,202403
A011018,19/12/2022,consumible,consumible_7803,P.VIAJE7,-2826,V100,Euro,943.05,202212
A013886,17/04/2024,consumible,consumible_10794,P.VIAJE6,-6413.04,V122,Yen Japones,63314,202404
A015475,26/02/2025,deuda,deuda: nombre_1,P.VIAJE6,95380.5,V143,Yen Japones,63125,202502
A014258,03/05/2024,deuda,deuda: nombre_3,P.VIAJE7,10706.475,V122,Yen Japones,61354,202405
A011023,19/12/2022,necesidad,necesidad_1,P.VIAJE2,-3108,V100,Euro,943.05,202212
A010172,19/08/2022,consumible,consumible_7561,P.VIAJE9,-4236,V089,Yen Japones,68929,202208
A005699,21/09/2019,consumible,consumible_11034,P.VIAJE6,-2883.81,V064,Yen Japones,66683,201909
A013559,12/03/2024,evento,evento_5805,P.VIAJE5,-28633.5825,V122,Yen Japones,64704,202403
A014004,25/04/2024,consumible,consumible_10714,P.VIAJE6,-11615.235,V131,Dolar Americano,948.83,202404
A013169,09/01/2024,consumible,consumible_6805,P.VIAJE5,-2121,V113,Euro,1002.57,202401
A011081,05/01/2023,consumible,consumible_9549,P.VIAJE1,-5575.5,V100,Euro,895.67,202301
A005709,21/09/2019,deuda,deuda: nombre_8,P.VIAJE4,42294,V064,Yen Japones,66683,201909
A011915,26/05/2023,hogar,hogar_5094,P.VIAJE6,-852,V101,Euro,855.45,202305
A013827,13/04/2024,consumible,consumible_8711,P.VIAJE9,-4403.4375,V119,Euro,1026.29,202404
A013572,12/03/2024,deuda,deuda: nombre_15,P.VIAJE6,-5868.075,V124,Euro,1043.91,202403
A014006,25/04/2024,deuda,deuda: nombre_4,P.VIAJE6,-5609.34,V131,Dolar Americano,948.83,202404
A013940,20/04/2024,regalo,regalo: nombre_20,P.VIAJE1,-1387.8,V123,Dolar Americano,954.44,202404
A013106,23/12/2023,recreacion,recreacion: nombre_14,P.VIAJE6,-7056,V113,Euro,982.04,202312
A015496,27/02/2025,deuda,deuda: nombre_2,P.VIAJE9,277327.605,V143,Yen Japones,63453,202502
A014732,11/08/2024,consumible,consumible_10866,P.VIAJE4,-781.5,V139,Euro,1017.4,202408
A015495,27/02/2025,deuda,deuda_6193,P.VIAJE7,124849.5,V143,Yen Japones,63453,202502
A013799,10/04/2024,deuda,deuda: nombre_2,P.VIAJE8,-20307.18,V116,Yen Japones,62263,202404
A013011,02/12/2023,deuda,deuda: nombre_16,P.VIAJE2,1085412,V115,Dolar Americano,858.74,202312
A014192,03/05/2024,deuda,deuda: nombre_1,P.VIAJE1,2186.55,V116,Yen Japones,61354,202405
A011087,07/01/2023,hogar,hogar: nombre_16,P.VIAJE1,-70506,V100,Euro,895.09,202301
A004972,07/04/2019,deuda,deuda: nombre_11,RECREACION6,10569,V053,Yen Japones,59505,201904
A013993,25/04/2024,consumible,consumible_11305,P.VIAJE5,-10382.895,V131,Dolar Americano,948.83,202404
A013788,09/04/2024,deuda,deuda: nombre_19,P.VIAJE9,-2506.635,V116,Yen Japones,61984,202404
A013418,19/02/2024,evento,evento_5800,P.VIAJE10,-41670.795,V117,Euro,1040.03,202402
A009493,18/05/2022,recreacion,recreacion_7,P.VIAJE2,-4095,V086,Euro,893.84,202205
A013209,11/01/2024,transporte,transporte_16,P.VIAJE3,-13632.24,V119,Euro,998.56,202401
A013662,29/03/2024,consumible,consumible_7518,P.VIAJE2,-2826,V114,Euro,1056.41,202403
A013957,21/04/2024,evento,evento_5751,P.VIAJE9,-21316.035,V125,Dolar Americano,954.44,202404
A015471,24/02/2025,deuda,deuda: nombre_3,P.VIAJE4,-277339.605,V143,Yen Japones,63008,202502
A006449,26/02/2020,deuda,deuda_8254,RECREACION6,-8466,V077,Dolar Americano,811.3,202002
A013220,12/01/2024,deuda,deuda: nombre_13,P.VIAJE10,-21204.645,V128,Euro,995.81,202401
A000265,29/08/2015,consumible,consumible_7592,P.VIAJE8,-4236,V003,Dolar Americano,691.07,201508
A013760,07/04/2024,consumible,consumible_7492,P.VIAJE8,-5646,V115,Dolar Americano,948.15,202404
A008748,30/10/2021,consumible,consumible_11754,P.VIAJE6,-10581,V084,Dolar Americano,813.2,202110
A001997,18/03/2017,gustos,gustos_5592,P.VIAJE8,-52920.48,V021,Euro,710.93,201703
A015456,17/02/2025,deuda,deuda: nombre_18,P.VIAJE1,-95392.5,V143,Yen Japones,62537,202502
A009500,19/05/2022,consumible,consumible_11505,P.VIAJE5,-2826,V086,Euro,886.13,202205
A004970,07/04/2019,consumible,consumible_13536,RECREACION4,-1768.5,V053,Yen Japones,59505,201904
A013779,09/04/2024,consumible,consumible_11272,P.VIAJE8,-2198.55,V116,Yen Japones,61984,202404
A013150,07/01/2024,hogar,hogar_5011,P.VIAJE9,-2967,V113,Euro,973.31,202401
A013928,19/04/2024,consumible,consumible_10063,P.VIAJE7,-1336.335,V123,Dolar Americano,954.44,202404
A006259,25/12/2019,regalo,regalo: nombre_7,P.VIAJE4,-5703.81,V075,Dolar Americano,751.34,201912
A003926,27/06/2018,transporte,transporte_12,P.VIAJE7,-139.95,V047,Dolar Americano,646.09,201806
A014171,03/05/2024,deuda,deuda: nombre_3,P.VIAJE1,15111.315,V132,Euro,1009.94,202405
A013212,11/01/2024,deuda,deuda: nombre_4,P.VIAJE6,-29976.96,V120,Dolar Americano,910.26,202401
A013112,25/12/2023,consumible,consumible_10419,P.VIAJE1,-28206,V113,Euro,981.77,202312
A000213,08/08/2015,necesidad,necesidad_20,P.VIAJE3,-24681,V002,Dolar Americano,678,201508
A011037,23/12/2022,gustos,gustos_5591,P.VIAJE9,-103725.6,V100,Euro,931.43,202212
A008722,23/10/2021,consumible,consumible_11589,P.VIAJE1,-2474.91,V083,Yen Japones,71769,202110
A013166,09/01/2024,consumible,consumible_9566,P.VIAJE4,-3531,V113,Euro,1002.57,202401
A011887,17/05/2023,transporte,transporte_2,P.VIAJE7,-5082,V101,Euro,857.63,202305
A013238,13/01/2024,deuda,deuda: nombre_17,P.VIAJE8,-44801.7,V128,Euro,995.81,202401
A013222,12/01/2024,deuda,deuda: nombre_1,P.VIAJE1,-53559.21,V129,Yen Japones,62754,202401
A005664,10/09/2019,deuda,deuda: nombre_19,P.VIAJE10,-205663.665,V074,Euro,785.85,201909
A005267,09/06/2019,transporte,transporte: nombre_5,P.VIAJE5,11274,V060,Yen Japones,64008,201906
A013476,01/03/2024,deuda,deuda: nombre_6,P.VIAJE3,-70610.34,V122,Yen Japones,64232,202403
A003919,24/06/2018,regalo,regalo: nombre_9,P.VIAJE2,-24328.5,V047,Dolar Americano,638.14,201806
A013849-1,14/04/2024,deuda,deuda: nombre_13,P.VIAJE6,-7544.565,V120,Dolar Americano,964.38,202404
A013493,03/03/2024,deuda,deuda: nombre_17,P.VIAJE5,-18335.295,V115,Dolar Americano,964.32,202403
A005700,21/09/2019,consumible,consumible_11167,P.VIAJE3,-3605.025,V064,Yen Japones,66683,201909
A003922,24/06/2018,transporte,transporte_5,P.VIAJE1,-16199.85,V047,Dolar Americano,638.14,201806
A015898,05/07/2025,consumible,consumible_6842,P.VIAJE8,-2685,V144,Euro,1096.04,202507
A013840,14/04/2024,regalo,regalo: nombre_16,P.VIAJE4,-2769.6,V119,Euro,1026.29,202404
A013780-1,09/04/2024,deuda,deuda: nombre_5,P.VIAJE1,-2883.4575,V116,Yen Japones,61984,202404
A011092,08/01/2023,transporte,transporte: nombre_10,P.VIAJE8,3519,V100,Euro,895.09,202301
A006260,25/12/2019,regalo,regalo: nombre_13,P.VIAJE5,-4982.595,V075,Dolar Americano,751.34,201912
A011056,31/12/2022,regalo,regalo: nombre_10,P.VIAJE4,-22425,V100,Euro,907.32,202212
A010844,19/11/2022,consumible,consumible_8108,P.VIAJE2,-20098.5,V099,Euro,970.32,202211
A006280,29/12/2019,regalo,regalo: nombre_4,P.VIAJE9,-27346.323,V074,Euro,835.55,201912
A013092,21/12/2023,recreacion,recreacion_9,P.VIAJE4,-2685,V113,Euro,966.5,202312
A011079,05/01/2023,consumible,consumible_8376,P.VIAJE4,-3883.5,V100,Euro,895.67,202301
A013921,19/04/2024,deuda,deuda: nombre_7,P.VIAJE9,-2082.93,V123,Dolar Americano,954.44,202404
A013527,11/03/2024,deuda,deuda: nombre_16,P.VIAJE2,-11728.035,V119,Euro,1055.89,202403
A013129,28/12/2023,consumible,consumible_8247,P.VIAJE3,-3178.5,V113,Euro,977.65,202312
A008317,27/06/2021,consumible,consumible_13727,RECREACION3,-2403,V082,Dolar Americano,732.6,202106
A013824,12/04/2024,consumible,consumible_11268,P.VIAJE2,-1266.8925,V119,Euro,1026.29,202404
A010530,03/10/2022,transporte,transporte_9,P.VIAJE8,-25527,V097,Euro,922.55,202210
A005714,21/09/2019,consumible,consumible_8428,P.VIAJE2,-1733.25,V064,Yen Japones,66683,201909
A014003,25/04/2024,consumible,consumible_7496,P.VIAJE4,-900.645,V131,Dolar Americano,948.83,202404
A009492,18/05/2022,recreacion,recreacion_8,P.VIAJE1,-3827.1,V086,Euro,893.84,202205
A001441,24/09/2016,gustos,gustos_5506,P.VIAJE4,-5062.26,V013,Dolar Americano,660.25,201609
