"id","fecha","razon_uso","clave","descripcion","lugar_de_uso","monto","periodo_fact_c_diaria","nombre"
A004167,2018-09-04,P.RECREACION,regalo,regalo: nombre_9,P.RECREACION10,-16926.0,201809,nombre_9
A004170,2018-09-05,P.RECREACION,regalo,regalo: nombre_6,P.RECREACION1,-49356.0,201809,nombre_6
A004188,2018-09-13,LIBRE,transporte,transporte: nombre_8,LIBRE2,-14106.0,201809,nombre_8
A004198,2018-09-14,LIBRE,gustos,gustos: nombre_5,LIBRE3,-21156.0,201809,nombre_5
A004199,2018-09-14,P.GUSTOS,necesidad,necesidad: nombre_8,P.GUSTOS7,-4941.0,201809,nombre_8
A004205,2018-09-15,RECREACION,invitacion,invitacion: nombre_3,RECREACION10,-2473.5,201809,nombre_3
A004223,2018-09-19,RECREACION,invitacion,invitacion: nombre_1,RECREACION1,-2121.0,201809,nombre_1
A004274,2018-10-12,RECREACION,invitacion,invitacion: nombre_20,RECREACION2,-4095.0,201810,nombre_20
A004275,2018-10-12,RECREACION,invitacion,invitacion: nombre_19,RECREACION3,-4095.0,201810,nombre_19
A004278,2018-10-13,RECREACION,invitacion,invitacion: nombre_1,RECREACION4,-11991.0,201810,nombre_1
A004279,2018-10-13,P.RECREACION,invitacion,invitacion: nombre_3,P.RECREACION7,-49356.0,201810,nombre_3
A004311,2018-10-19,P.RECREACION,invitacion,invitacion: nombre_6,P.RECREACION8,-84606.0,201810,nombre_6
A004326,2018-10-26,RECREACION,invitacion,invitacion: nombre_15,RECREACION5,-4941.0,201810,nombre_15
A004357,2018-11-02,RECREACION,invitacion,invitacion: nombre_14,RECREACION6,-3108.0,201811,nombre_14
A004375,2018-11-09,RECREACION,invitacion,invitacion: nombre_10,RECREACION7,-3531.0,201811,nombre_10
A004391,2018-11-15,P.VIAJE,evento,evento: nombre_14,P.VIAJE6,-130431.0,201811,nombre_14
A004395,2018-11-18,RECREACION,invitacion,invitacion: nombre_3,RECREACION8,-4095.0,201811,nombre_3
A004396,2018-11-18,RECREACION,invitacion,invitacion: nombre_3,RECREACION9,-4095.0,201811,nombre_3
A004404,2018-11-20,RECREACION,invitacion,invitacion: nombre_1,RECREACION5,-8043.0,201811,nombre_1
A004419,2018-11-23,RECREACION,invitacion,invitacion: nombre_20,RECREACION10,-4236.0,201811,nombre_20
A004421,2018-11-25,RECREACION,invitacion,invitacion: nombre_19,RECREACION1,-3390.0,201811,nombre_19
A004451,2018-12-04,P.RECREACION,regalo,regalo: nombre_4,P.RECREACION2,-120788.01,201812,nombre_4
A004452,2018-12-04,P.RECREACION,regalo,regalo: nombre_5,P.RECREACION3,35244.0,201812,nombre_5
A004453,2018-12-04,P.RECREACION,regalo,regalo: nombre_1,P.RECREACION4,35244.0,201812,nombre_1
A004456,2018-12-05,P.RECREACION,regalo,regalo: nombre_20,P.RECREACION5,-117036.0,201812,nombre_20
A004478,2018-12-10,RECREACION,invitacion,invitacion: nombre_7,RECREACION2,-4941.0,201812,nombre_7
A004491,2018-12-14,RECREACION,evento,evento: nombre_15,RECREACION9,346.5,201812,nombre_15
A004497,2018-12-14,RECREACION,invitacion,invitacion: nombre_13,RECREACION3,-4095.0,201812,nombre_13
A004499,2018-12-14,RECREACION,invitacion,invitacion: nombre_14,RECREACION4,-4095.0,201812,nombre_14
A004501,2018-12-15,RECREACION,invitacion,invitacion: nombre_14,RECREACION5,-1698.0,201812,nombre_14
A004510,2018-12-17,P.RECREACION,regalo,regalo: nombre_12,P.RECREACION6,-49285.5,201812,nombre_12
A004511,2018-12-17,RECREACION,recreacion,recreacion: nombre_20,RECREACION10,-7056.0,201812,nombre_20
A004524,2018-12-19,P.RECREACION,regalo,regalo: nombre_14,P.RECREACION7,-5646.0,201812,nombre_14
A004525,2018-12-19,P.RECREACION,regalo,regalo: nombre_13,P.RECREACION8,-5646.0,201812,nombre_13
A004532,2018-12-21,LIBRE,recreacion,recreacion: nombre_1,LIBRE5,-7056.0,201812,nombre_1
A004533,2018-12-21,RECREACION,invitacion,invitacion: nombre_17,RECREACION6,-711.0,201812,nombre_17
A004538,2018-12-23,RECREACION,invitacion,invitacion: nombre_19,RECREACION7,-5646.0,201812,nombre_19
A004541,2018-12-23,RECREACION,invitacion,invitacion: nombre_15,RECREACION8,-4729.5,201812,nombre_15
A004543,2018-12-25,RECREACION,invitacion,invitacion: nombre_11,RECREACION9,-3108.0,201812,nombre_11
A004544,2018-12-25,RECREACION,invitacion,invitacion: nombre_12,RECREACION10,3519.0,201812,nombre_12
A004549,2018-12-27,LIBRE,regalo,regalo: nombre_12,LIBRE5,1241.85,201812,nombre_12
A004554,2018-12-28,RECREACION,invitacion,invitacion: nombre_13,RECREACION1,-9876.0,201812,nombre_13
A004588,2019-01-02,P.FORMAL,transporte,transporte: nombre_4,P.FORMAL8,-21156.0,201901,nombre_4
A004597,2019-01-05,RECREACION,invitacion,invitacion: nombre_18,RECREACION2,-3178.5,201901,nombre_18
A004598,2019-01-05,RECREACION,invitacion,invitacion: nombre_13,RECREACION3,-3178.5,201901,nombre_13
A004600,2019-01-08,RECREACION,invitacion,invitacion: nombre_16,RECREACION4,-2121.0,201901,nombre_16
A004607,2019-01-12,RECREACION,invitacion,invitacion: nombre_14,RECREACION5,-3108.0,201901,nombre_14
A004629,2019-01-21,RECREACION,recreacion,recreacion: nombre_17,RECREACION3,-3531.0,201901,nombre_17
A004635,2019-01-23,P.FORMAL,transporte,transporte: nombre_5,P.FORMAL9,-70506.0,201901,nombre_5
A004636,2019-01-23,INGRESO,actividad,actividad: nombre_8,INGRESO8,-70506.0,201901,nombre_8
A004666,2019-02-02,RECREACION,invitacion,invitacion: nombre_17,RECREACION6,-4095.0,201902,nombre_17
A004676,2019-02-08,RECREACION,recreacion,recreacion: nombre_18,RECREACION4,-2826.0,201902,nombre_18
A004682,2019-02-09,RECREACION,invitacion,invitacion: nombre_10,RECREACION7,-1063.5,201902,nombre_10
A004725,2019-02-23,RECREACION,invitacion,invitacion: nombre_12,RECREACION8,-2685.0,201902,nombre_12
A004773,2019-03-10,RECREACION,invitacion,invitacion: nombre_13,RECREACION9,-3390.0,201903,nombre_13
A004774,2019-03-11,LIBRE,recreacion,recreacion: nombre_3,LIBRE6,-14106.0,201903,nombre_3
A004833,2019-03-17,P.VIAJE,regalo,regalo: nombre_6,P.VIAJE3,-2546.1150000000002,201903,nombre_6
A004834,2019-03-17,P.VIAJE,regalo,regalo: nombre_4,P.VIAJE4,-2546.1150000000002,201903,nombre_4
A004835,2019-03-17,P.VIAJE,regalo,regalo: nombre_5,P.VIAJE5,-3934.683,201903,nombre_5
A004836,2019-03-17,P.VIAJE,regalo,regalo: nombre_6,P.VIAJE6,-3934.683,201903,nombre_6
A004841,2019-03-17,P.VIAJE,recreacion,recreacion: nombre_10,P.VIAJE4,-52740.0,201903,nombre_10
A004883,2019-03-23,P.VIAJE,regalo,regalo: nombre_17,P.VIAJE7,-3531.0,201903,nombre_17
A004884,2019-03-23,P.VIAJE,regalo,regalo: nombre_19,P.VIAJE8,-3531.0,201903,nombre_19
A004887,2019-03-24,P.VIAJE,regalo,regalo: nombre_10,P.VIAJE9,-41.25,201903,nombre_10
A004897,2019-03-24,P.VIAJE,regalo,regalo: nombre_12,P.VIAJE10,-2826.0,201903,nombre_12
A004899,2019-03-25,P.VIAJE,regalo,regalo: nombre_17,P.VIAJE1,-3883.5,201903,nombre_17
A004907,2019-03-25,P.VIAJE,regalo,regalo: nombre_17,P.VIAJE2,29.25,201903,nombre_17
A004911,2019-03-26,P.VIAJE,transporte,transporte: nombre_4,P.VIAJE2,11344.5,201903,nombre_4
A004913,2019-03-26,RECREACION,regalo,regalo: nombre_15,RECREACION6,-2826.0,201903,nombre_15
A004915,2019-03-26,RECREACION,invitacion,invitacion: nombre_8,RECREACION1,-4588.5,201903,nombre_8
A004924,2019-03-29,RECREACION,recreacion,recreacion: nombre_5,RECREACION5,-4236.0,201903,nombre_5
A004949,2019-04-02,RECREACION,invitacion,invitacion: nombre_18,RECREACION2,-4588.5,201904,nombre_18
A004950,2019-04-02,RECREACION,invitacion,invitacion: nombre_17,RECREACION3,-4588.5,201904,nombre_17
A004951,2019-04-03,RECREACION,recreacion,recreacion: nombre_2,RECREACION6,-3531.0,201904,nombre_2
A004973,2019-04-07,RECREACION,transporte,transporte: nombre_7,RECREACION4,8806.5,201904,nombre_7
A004975,2019-04-07,RECREACION,transporte,transporte: nombre_4,RECREACION5,8923.53,201904,nombre_4
A004983,2019-04-10,RECREACION,transporte,transporte: nombre_9,RECREACION6,8806.5,201904,nombre_9
A004985,2019-04-12,P.VIAJE,regalo,regalo: nombre_1,P.VIAJE3,-14106.0,201904,nombre_1
A004986,2019-04-12,P.VIAJE,regalo,regalo: nombre_19,P.VIAJE4,-16926.0,201904,nombre_19
A005012,2019-04-17,P.VIAJE,regalo,regalo: nombre_20,P.VIAJE5,-1416.0,201904,nombre_20
A005013,2019-04-17,P.VIAJE,regalo,regalo: nombre_8,P.VIAJE6,-1416.0,201904,nombre_8
A005024,2019-04-20,P.VIAJE,regalo,regalo: nombre_10,P.VIAJE7,-1063.5,201904,nombre_10
A005026,2019-04-20,P.VIAJE,regalo,regalo: nombre_14,P.VIAJE8,-358.5,201904,nombre_14
A005031,2019-04-21,P.VIAJE,transporte,transporte: nombre_9,P.VIAJE3,-53367.45,201904,nombre_9
A005041,2019-04-23,P.VIAJE,regalo,regalo: nombre_13,P.VIAJE9,-17631.0,201904,nombre_13
A005042,2019-04-23,P.VIAJE,regalo,regalo: nombre_8,P.VIAJE10,-17631.0,201904,nombre_8
A005043,2019-04-23,P.VIAJE,regalo,regalo: nombre_9,P.VIAJE1,-17631.0,201904,nombre_9
A005046,2019-04-25,RECREACION,invitacion,invitacion: nombre_8,RECREACION4,-3319.5,201904,nombre_8
A005063,2019-04-27,RECREACION,invitacion,invitacion: nombre_10,RECREACION5,-1627.5,201904,nombre_10
A005078,2019-05-01,RECREACION,invitacion,invitacion: nombre_9,RECREACION6,276.0,201905,nombre_9
A005134,2019-05-08,RECREACION,invitacion,invitacion: nombre_9,RECREACION7,-7761.0,201905,nombre_9
A005153,2019-05-10,RECREACION,invitacion,invitacion: nombre_17,RECREACION8,-1056.45,201905,nombre_17
A005155,2019-05-11,RECREACION,invitacion,invitacion: nombre_8,RECREACION9,-3108.0,201905,nombre_8
A005159,2019-05-11,RECREACION,invitacion,invitacion: nombre_2,RECREACION10,-2121.0,201905,nombre_2
A005184,2019-05-19,RECREACION,invitacion,invitacion: nombre_5,RECREACION1,-4095.0,201905,nombre_5
A005185,2019-05-19,RECREACION,invitacion,invitacion: nombre_7,RECREACION2,-4095.0,201905,nombre_7
A005187,2019-05-19,RECREACION,invitacion,invitacion: nombre_6,RECREACION3,-2121.0,201905,nombre_6
A005205,2019-05-28,P.RECREACION,regalo,regalo: nombre_20,P.RECREACION1,-87503.54999999999,201905,nombre_20
A005206,2019-05-28,P.RECREACION,regalo,regalo: nombre_1,P.RECREACION2,-90652.785,201905,nombre_1
A005207,2019-05-28,P.RECREACION,regalo,regalo: nombre_19,P.RECREACION3,-71703.795,201905,nombre_19
A005266,2019-06-09,P.VIAJE,transporte,transporte: nombre_14,P.VIAJE4,11274.0,201906,nombre_14
A005267,2019-06-09,P.VIAJE,transporte,transporte: nombre_5,P.VIAJE5,11274.0,201906,nombre_5
A005268,2019-06-09,P.VIAJE,transporte,transporte: nombre_10,P.VIAJE6,11274.0,201906,nombre_10
A005269,2019-06-09,P.VIAJE,transporte,transporte: nombre_2,P.VIAJE7,2109.0,201906,nombre_2
A005271,2019-06-10,RECREACION,recreacion,recreacion: nombre_2,RECREACION8,-5646.0,201906,nombre_2
A005283,2019-06-11,RECREACION,invitacion,invitacion: nombre_14,RECREACION4,-1557.0,201906,nombre_14
A005284,2019-06-12,RECREACION,recreacion,recreacion: nombre_14,RECREACION10,5634.0,201906,nombre_14
A005293,2019-06-14,P.VIAJE,regalo,regalo: nombre_15,P.VIAJE2,-11286.0,201906,nombre_15
A005294,2019-06-14,P.VIAJE,regalo,regalo: nombre_16,P.VIAJE3,-2826.0,201906,nombre_16
A005295,2019-06-14,P.VIAJE,regalo,regalo: nombre_1,P.VIAJE4,-3531.0,201906,nombre_1
A005301,2019-06-14,P.VIAJE,regalo,regalo: nombre_17,P.VIAJE5,-1486.5,201906,nombre_17
A005302,2019-06-14,P.VIAJE,regalo,regalo: nombre_16,P.VIAJE6,-2755.5,201906,nombre_16
A005309,2019-06-14,P.VIAJE,regalo,regalo: nombre_17,P.VIAJE7,-2473.5,201906,nombre_17
A005311,2019-06-14,P.VIAJE,regalo,regalo: nombre_12,P.VIAJE8,-3531.0,201906,nombre_12
A005332,2019-06-16,P.VIAJE,regalo,regalo: nombre_3,P.VIAJE9,-1416.0,201906,nombre_3
A005341,2019-06-16,P.VIAJE,regalo,regalo: nombre_18,P.VIAJE10,-3531.0,201906,nombre_18
A005368,2019-06-23,RECREACION,invitacion,invitacion: nombre_20,RECREACION5,-3742.5,201906,nombre_20
A005369,2019-06-23,RECREACION,invitacion,invitacion: nombre_18,RECREACION6,-3742.5,201906,nombre_18
A005370,2019-06-23,RECREACION,invitacion,invitacion: nombre_19,RECREACION7,-3742.5,201906,nombre_19
A005373,2019-06-26,RECREACION,recreacion,recreacion: nombre_11,RECREACION1,-4236.0,201906,nombre_11
A005374,2019-06-26,P.SALUD,hogar,hogar: nombre_16,P.SALUD2,-1416.0,201906,nombre_16
A005375,2019-06-26,P.SALUD,hogar,hogar: nombre_16,P.SALUD3,-52881.0,201906,nombre_16
A005376,2019-06-26,P.SALUD,hogar,hogar: nombre_14,P.SALUD4,-7056.0,201906,nombre_14
A005377,2019-06-26,P.SALUD,hogar,hogar: nombre_8,P.SALUD5,-47946.0,201906,nombre_8
A005382,2019-06-27,P.SALUD,hogar,hogar: nombre_6,P.SALUD6,-20451.0,201906,nombre_6
A005383,2019-06-27,P.SALUD,hogar,hogar: nombre_16,P.SALUD7,-7056.0,201906,nombre_16
A005384,2019-06-27,P.SALUD,hogar,hogar: nombre_12,P.SALUD8,-28206.0,201906,nombre_12
A005385,2019-06-27,P.SALUD,hogar,hogar: nombre_6,P.SALUD9,-21156.0,201906,nombre_6
A005403,2019-06-29,P.VIAJE,regalo,regalo: nombre_5,P.VIAJE1,-640.5,201906,nombre_5
A005418,2019-07-04,P.VIAJE,necesidad,necesidad: nombre_17,P.VIAJE5,-11145.0,201907,nombre_17
A005419,2019-07-04,P.VIAJE,necesidad,necesidad: nombre_15,P.VIAJE6,-11286.0,201907,nombre_15
A005420,2019-07-04,P.VIAJE,necesidad,necesidad: nombre_16,P.VIAJE7,-11286.0,201907,nombre_16
A005429,2019-07-08,RECREACION,invitacion,invitacion: nombre_2,RECREACION8,-2508.75,201907,nombre_2
A005439,2019-07-11,RECREACION,invitacion,invitacion: nombre_9,RECREACION9,-4800.0,201907,nombre_9
A005440,2019-07-11,RECREACION,invitacion,invitacion: nombre_14,RECREACION10,-4800.0,201907,nombre_14
A005461,2019-07-17,RECREACION,recreacion,recreacion: nombre_6,RECREACION2,-18970.5,201907,nombre_6
A005469,2019-07-21,HOGAR,hogar,hogar: nombre_11,HOGAR2,42294.0,201907,nombre_11
A005475,2019-07-21,RECREACION,recreacion,recreacion: nombre_14,RECREACION3,-1197.4499999999998,201907,nombre_14
A005484,2019-07-25,RECREACION,invitacion,invitacion: nombre_4,RECREACION1,-4729.5,201907,nombre_4
A005491,2019-07-27,RECREACION,evento,evento: nombre_16,RECREACION10,-14106.0,201907,nombre_16
A005514,2019-08-01,RECREACION,invitacion,invitacion: nombre_6,RECREACION2,-16926.0,201908,nombre_6
A005541,2019-08-06,P.RECREACION,regalo,regalo: nombre_20,P.RECREACION4,7044.0,201908,nombre_20
A005542,2019-08-06,P.GUSTOS,hogar,hogar: nombre_15,P.GUSTOS6,-105756.0,201908,nombre_15
A005543,2019-08-06,P.RECREACION,regalo,regalo: nombre_5,P.RECREACION5,-112806.0,201908,nombre_5
A005551,2019-08-07,P.RECREACION,regalo,regalo: nombre_4,P.RECREACION6,-11286.0,201908,nombre_4
A005561,2019-08-09,P.VIAJE,regalo,regalo: nombre_20,P.VIAJE2,-2262.0,201908,nombre_20
A005562,2019-08-10,P.VIAJE,regalo,regalo: nombre_3,P.VIAJE3,-14035.5,201908,nombre_3
A005563,2019-08-10,P.VIAJE,regalo,regalo: nombre_18,P.VIAJE4,-1627.5,201908,nombre_18
A005570,2019-08-11,P.VIAJE,regalo,regalo: nombre_10,P.VIAJE5,-358.5,201908,nombre_10
A005571,2019-08-11,P.VIAJE,transporte,transporte: nombre_6,P.VIAJE8,-28206.0,201908,nombre_6
A005611,2019-08-25,RECREACION,invitacion,invitacion: nombre_1,RECREACION3,-4095.0,201908,nombre_1
A005633,2019-09-05,HOGAR,recreacion,recreacion: nombre_7,HOGAR7,-1116.375,201909,nombre_7
A005634,2019-09-05,HOGAR,recreacion,recreacion: nombre_8,HOGAR8,-1116.375,201909,nombre_8
A005635,2019-09-05,P.RECREACION,regalo,regalo: nombre_9,P.RECREACION7,-24681.0,201909,nombre_9
A005647,2019-09-08,RECREACION,invitacion,invitacion: nombre_2,RECREACION4,-4659.0,201909,nombre_2
A005648,2019-09-08,RECREACION,invitacion,invitacion: nombre_1,RECREACION5,-4659.0,201909,nombre_1
A005649,2019-09-08,RECREACION,invitacion,invitacion: nombre_4,RECREACION6,-4659.0,201909,nombre_4
A005650,2019-09-08,RECREACION,invitacion,invitacion: nombre_3,RECREACION7,-4659.0,201909,nombre_3
A005651,2019-09-08,RECREACION,invitacion,invitacion: nombre_2,RECREACION8,-8994.75,201909,nombre_2
A005653,2019-09-08,RECREACION,invitacion,invitacion: nombre_6,RECREACION10,-8959.5,201909,nombre_6
A005654,2019-09-08,RECREACION,invitacion,invitacion: nombre_17,RECREACION1,-8959.5,201909,nombre_17
A005657,2019-09-08,RECREACION,invitacion,invitacion: nombre_1,RECREACION2,-4377.0,201909,nombre_1
A005683,2019-09-15,LIBRE,invitacion,invitacion: nombre_8,LIBRE5,-781.5,201909,nombre_8
A005684,2019-09-15,LIBRE,invitacion,invitacion: nombre_15,LIBRE6,-1169.25,201909,nombre_15
A005685,2019-09-15,LIBRE,invitacion,invitacion: nombre_6,LIBRE7,-1204.5,201909,nombre_6
A005720,2019-09-22,P.VIAJE,transporte,transporte: nombre_3,P.VIAJE9,-14106.0,201909,nombre_3
A005722,2019-09-22,P.VIAJE,regalo,regalo: nombre_14,P.VIAJE6,-957.75,201909,nombre_14
A005737,2019-09-23,P.RECREACION,regalo,regalo: nombre_10,P.RECREACION9,-3460.5,201909,nombre_10
A005776,2019-09-29,P.VIAJE,regalo,regalo: nombre_4,P.VIAJE7,-7761.0,201909,nombre_4
A005780,2019-09-29,P.VIAJE,transporte,transporte: nombre_14,P.VIAJE10,-7056.0,201909,nombre_14
A005825,2019-10-03,P.VIAJE,regalo,regalo: nombre_20,P.VIAJE8,-19041.0,201910,nombre_20
A005845,2019-10-05,P.VIAJE,regalo,regalo: nombre_2,P.VIAJE9,-852.0,201910,nombre_2
A005846,2019-10-05,P.VIAJE,regalo,regalo: nombre_20,P.VIAJE10,-852.0,201910,nombre_20
A005847,2019-10-05,P.VIAJE,regalo,regalo: nombre_1,P.VIAJE1,-852.0,201910,nombre_1
A005848,2019-10-05,P.VIAJE,regalo,regalo: nombre_19,P.VIAJE2,-852.0,201910,nombre_19
A005852,2019-10-05,P.VIAJE,regalo,regalo: nombre_20,P.VIAJE3,-10087.5,201910,nombre_20
A005858,2019-10-06,HOGAR,hogar,hogar: nombre_15,HOGAR3,49344.0,201910,nombre_15
A005861,2019-10-06,LIBRE,invitacion,invitacion: nombre_7,LIBRE8,-1698.0,201910,nombre_7
A005883,2019-10-10,RECREACION,invitacion,invitacion: nombre_19,RECREACION3,-3460.5,201910,nombre_19
A005927,2019-10-20,P.RECREACION,regalo,regalo: nombre_9,P.RECREACION2,-38911.425,201910,nombre_9
A005928,2019-10-20,P.RECREACION,regalo,regalo: nombre_15,P.RECREACION3,-14761.650000000001,201910,nombre_15
A005933,2019-10-21,RECREACION,invitacion,invitacion: nombre_1,RECREACION4,-1204.5,201910,nombre_1
A005953,2019-10-24,RECREACION,invitacion,invitacion: nombre_2,RECREACION5,-2473.5,201910,nombre_2
A005954,2019-10-24,RECREACION,invitacion,invitacion: nombre_10,RECREACION6,-2473.5,201910,nombre_10
A005955,2019-10-24,RECREACION,invitacion,invitacion: nombre_19,RECREACION7,-1063.5,201910,nombre_19
A005975,2019-10-26,P.RECREACION,regalo,regalo: nombre_7,P.RECREACION5,-20451.0,201910,nombre_7
A006024,2019-11-03,P.RECREACION,regalo,regalo: nombre_6,P.RECREACION6,-39627.0,201911,nombre_6
A006025,2019-11-03,P.RECREACION,regalo,regalo: nombre_8,P.RECREACION7,-18989.535,201911,nombre_8
A006026,2019-11-03,P.RECREACION,regalo,regalo: nombre_5,P.RECREACION8,-20262.765,201911,nombre_5
A006029,2019-11-03,RECREACION,invitacion,invitacion: nombre_2,RECREACION8,-4800.0,201911,nombre_2
A006079,2019-11-17,RECREACION,invitacion,invitacion: nombre_11,RECREACION9,-1486.5,201911,nombre_11
A006094,2019-11-21,RECREACION,recreacion,recreacion: nombre_3,RECREACION5,-4236.0,201911,nombre_3
A006106,2019-11-27,LIBRE,transaccion,transaccion: nombre_15,LIBRE8,176244.0,201911,nombre_15
A006109,2019-11-27,LIBRE,transaccion,transaccion: nombre_18,LIBRE9,-176256.0,201911,nombre_18
A006119,2019-11-29,RECREACION,recreacion,recreacion: nombre_17,RECREACION6,-4941.0,201911,nombre_17
A006129,2019-12-01,RECREACION,invitacion,invitacion: nombre_8,RECREACION10,-4306.5,201912,nombre_8
A006131,2019-12-01,RECREACION,invitacion,invitacion: nombre_7,RECREACION1,-4306.5,201912,nombre_7
A006138,2019-12-01,RECREACION,invitacion,invitacion: nombre_12,RECREACION2,-5646.0,201912,nombre_12
A006144,2019-12-02,INGRESO,inversion,inversion: nombre_2,INGRESO6,352494.0,201912,nombre_2
A006150,2019-12-03,INGRESO,inversion,inversion: nombre_3,INGRESO7,-352506.0,201912,nombre_3
A006163,2019-12-05,P.RECREACION,regalo,regalo: nombre_12,P.RECREACION2,-174211.5,201912,nombre_12
A006183,2019-12-08,RECREACION,invitacion,invitacion: nombre_6,RECREACION3,-3319.5,201912,nombre_6
A006186,2019-12-09,P.RECREACION,regalo,regalo: nombre_13,P.RECREACION3,-49356.0,201912,nombre_13
A006193,2019-12-12,RECREACION,recreacion,recreacion: nombre_4,RECREACION7,-2473.5,201912,nombre_4
A006194,2019-12-12,RECREACION,regalo,regalo: nombre_2,RECREACION8,-14106.0,201912,nombre_2
A006197,2019-12-13,P.RECREACION,regalo,regalo: nombre_18,P.RECREACION4,-1239.75,201912,nombre_18
A006198,2019-12-13,P.RECREACION,regalo,regalo: nombre_10,P.RECREACION5,-1063.5,201912,nombre_10
A006215,2019-12-15,P.RECREACION,regalo,regalo: nombre_15,P.RECREACION6,-17560.5,201912,nombre_15
A006220,2019-12-15,P.RECREACION,regalo,regalo: nombre_17,P.RECREACION7,-5646.0,201912,nombre_17
A006223,2019-12-17,RECREACION,consumible,consumible: nombre_20,RECREACION7,-5646.0,201912,nombre_20
A006245,2019-12-21,P.RECREACION,regalo,regalo: nombre_13,P.RECREACION8,-28135.5,201912,nombre_13
A006248,2019-12-24,RECREACION,invitacion,invitacion: nombre_2,RECREACION4,-4659.0,201912,nombre_2
A006249,2019-12-24,RECREACION,invitacion,invitacion: nombre_3,RECREACION5,-4659.0,201912,nombre_3
A006250,2019-12-24,RECREACION,invitacion,invitacion: nombre_5,RECREACION6,-4659.0,201912,nombre_5
A006251,2019-12-24,RECREACION,invitacion,invitacion: nombre_4,RECREACION7,-4659.0,201912,nombre_4
A006252,2019-12-24,RECREACION,invitacion,invitacion: nombre_1,RECREACION8,-4659.0,201912,nombre_1
A006257,2019-12-25,RECREACION,consumible,consumible: nombre_1,RECREACION8,3519.0,201912,nombre_1
A006259,2019-12-25,P.VIAJE,regalo,regalo: nombre_7,P.VIAJE4,-5703.8099999999995,201912,nombre_7
A006260,2019-12-25,P.VIAJE,regalo,regalo: nombre_13,P.VIAJE5,-4982.595,201912,nombre_13
A006261,2019-12-25,P.VIAJE,regalo,regalo: nombre_18,P.VIAJE6,-7651.0199999999995,201912,nombre_18
A006265,2019-12-26,INGRESO,inversion,inversion: nombre_19,INGRESO8,82056.0,201912,nombre_19
A006271,2019-12-27,P.VIAJE,regalo,regalo: nombre_4,P.VIAJE7,-6844.5,201912,nombre_4
A006276,2019-12-28,P.VIAJE,regalo,regalo: nombre_5,P.VIAJE8,-81042.22499999999,201912,nombre_5
A006280,2019-12-29,P.VIAJE,regalo,regalo: nombre_4,P.VIAJE9,-27346.322999999993,201912,nombre_4
A006281,2019-12-29,P.VIAJE,regalo,regalo: nombre_13,P.VIAJE10,-16842.387,201912,nombre_13
A006282,2019-12-29,P.VIAJE,regalo,regalo: nombre_3,P.VIAJE1,-5476.799999999999,201912,nombre_3
A006292,2019-12-31,P.VIAJE,regalo,regalo: nombre_14,P.VIAJE2,-1031.7749999999999,201912,nombre_14
A006312,2020-01-03,RECREACION,consumible,consumible: nombre_15,RECREACION9,2955.0,202001,nombre_15
A006337,2020-01-11,RECREACION,consumible,consumible: nombre_14,RECREACION10,7044.0,202001,nombre_14
A006338,2020-01-11,RECREACION,invitacion,invitacion: nombre_8,RECREACION9,-4236.0,202001,nombre_8
A006341,2020-01-13,RECREACION,invitacion,invitacion: nombre_19,RECREACION10,-4729.5,202001,nombre_19
A006365,2020-01-20,RECREACION,recreacion,recreacion: nombre_19,RECREACION8,-2826.0,202001,nombre_19
A006370,2020-01-25,RECREACION,recreacion,recreacion: nombre_6,RECREACION9,-3531.0,202001,nombre_6
A006376,2020-01-30,HOGAR,gustos,gustos: nombre_2,HOGAR5,-9171.0,202001,nombre_2
A006378,2020-01-30,RECREACION,recreacion,recreacion: nombre_17,RECREACION10,-1416.0,202001,nombre_17
A006396,2020-02-02,RECREACION,invitacion,invitacion: nombre_10,RECREACION1,-4588.5,202002,nombre_10
A006397,2020-02-02,RECREACION,invitacion,invitacion: nombre_9,RECREACION2,-4588.5,202002,nombre_9
A006398,2020-02-02,RECREACION,invitacion,invitacion: nombre_8,RECREACION3,-4588.5,202002,nombre_8
A006402,2020-02-03,RECREACION,invitacion,invitacion: nombre_3,RECREACION4,-4941.0,202002,nombre_3
A006422,2020-02-14,RECREACION,recreacion,recreacion: nombre_17,RECREACION1,-3531.0,202002,nombre_17
A006431,2020-02-21,LIBRE,recreacion,recreacion: nombre_18,LIBRE9,-21156.0,202002,nombre_18
A006440,2020-02-22,RECREACION,invitacion,invitacion: nombre_4,RECREACION5,-2121.0,202002,nombre_4
A006447,2020-02-25,RECREACION,invitacion,invitacion: nombre_19,RECREACION6,-2262.0,202002,nombre_19
A006476,2020-02-29,RECREACION,invitacion,invitacion: nombre_10,RECREACION7,-3672.0,202002,nombre_10
A006487,2020-03-02,LIBRE,recreacion,recreacion: nombre_6,LIBRE10,-7056.0,202003,nombre_6
A006552,2020-03-16,P.VIAJE,transporte,transporte: nombre_6,P.VIAJE1,-1134.0,202003,nombre_6
A006571,2020-03-30,RECREACION,regalo,regalo: nombre_17,RECREACION10,-13329.09,202003,nombre_17
A006589,2020-04-09,RECREACION,invitacion,invitacion: nombre_19,RECREACION8,-2818.95,202004,nombre_19
A006590,2020-04-09,RECREACION,invitacion,invitacion: nombre_1,RECREACION9,-2818.95,202004,nombre_1
A006593,2020-04-12,RECREACION,invitacion,invitacion: nombre_11,RECREACION10,-5716.5,202004,nombre_11
